구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,residual,coef_intercept,bw_intercept,coef_구조노후도,bw_구조노후도,coef_도로폭위험도,bw_도로폭위험도,coef_단속위험도,bw_단속위험도
종로구,종로6가,(주) 동승 JW메리어트 동대문 스퀘어 서울,0,중위험군,37.56764454,127.0081243,200717.7489,452011.8647,34.13172046,1.1926202020867294,28.5907933758483,43.0,1.3545316134913081,1463.0,2.830176972396181,1464.0,2.0711182673814217,55.0
종로구,인사동,도미인 익스프레스 서울 인사동,0,중위험군,37.56962018,126.9863919,198797.8158,452231.1937,40.74850581,6.92143653722178,28.792194893355695,43.0,1.3554480252715129,1463.0,2.818926296664368,1464.0,2.55302355123725,55.0
종로구,효제동,더도아스테이,0,중위험군,37.57184081,127.0017557,200155.1023,452477.5722,24.44987108,-2.107124871671221,30.324616762430537,43.0,1.3539063947863024,1463.0,2.823149504776027,1464.0,0.2887363683846349,55.0
성동구,성동,호텔 포코 성수,0,중위험군,37.54070199,127.0562547,204971.6457,449023.0195,43.2702304,6.001226305142389,33.83657011868511,43.0,1.3567479943250864,1463.0,2.865411774622958,1464.0,0.9439526349576,55.0
중구,(광희동,소테츠호텔즈 더 스프라지르 서울 동대문,0,중위험군,37.5619628,127.0069577,200614.7245,451381.25,29.76813948,3.984154109630886,29.19807555214525,43.0,1.3550233638040432,1463.0,2.8328086297620128,1464.0,0.7420730242444322,55.0
중구,남창동,24게스트하우스 명동타운점,0,중위험군,37.55661038,126.9781102,198065.846,450787.3972,42.33502976,7.065866505873572,30.06977299660104,43.0,1.3590888435653168,1463.0,2.8247944322717213,1464.0,1.877215547610456,55.0
중구,쌍림동,호텔 더 디자이너스 동대문,0,중위험군,37.56091185,127.004866,200429.9293,451264.5953,31.39745444,2.5130461666690493,30.35294216389395,43.0,1.3550755481560317,1463.0,2.832065356710497,1464.0,0.981228693509226,55.0
중구,명동,솔라리아 니시테츠 호텔 서울 명동,0,중위험군,37.55974994,126.9843743,198619.3878,451135.7407,27.40122378,-3.7189775234186335,27.53025552779745,43.0,1.3562445849761258,1463.0,2.822174679264349,1464.0,3.9899043050108274,55.0
중구,명동,호텔 스카이파크 센트럴 명동점,0,중위험군,37.56189383,126.9844402,198625.2542,451373.6862,34.47167266,1.0119043185421646,27.642815134303824,43.0,1.3562723085693964,1463.0,2.821709085390181,1464.0,4.11865120303174,55.0
중구,을지로5가,에이큐브 호텔,0,중위험군,37.56347491,127.0012488,200110.3357,451549.0543,34.3849298,5.010256879513779,28.695328536787386,43.0,1.3547260592762111,1463.0,2.8279909613282808,1464.0,1.6236557831400882,55.0
중구,북창동,소테츠호텔즈 더 스프라지르 서울 명동,0,중위험군,37.55930346,126.9779712,198053.6387,451086.3,21.95857565,-2.4414247354501875,28.91973941312873,43.0,1.3590512335102427,1463.0,2.8241598684710896,1464.0,3.5087994423026463,55.0
중구,주교동,2U호스텔,0,중위험군,37.56586745,126.9974009,199770.3781,451814.6006,35.96093302,-0.34052810352683593,28.810839834265195,43.0,1.3543359963916943,1463.0,2.8236889506137484,1464.0,1.7470757388887075,55.0
중구,충무로2가,호텔 스카이파크3,0,중위험군,37.55856041,126.9865871,198814.8843,451003.6867,35.85209991,3.2676396409523676,27.944484621254045,43.0,1.3552089955172004,1463.0,2.8214182261532823,1464.0,2.9267014471391946,55.0
중구,(남산동,자자백팩커스,0,중위험군,37.55605441,126.9856314,198730.397,450725.563,31.79717838,0.7300896928411404,30.27581346732466,43.0,1.3556056450823555,1463.0,2.8224217275938144,1464.0,0.24860423294508913,55.0
중구,(남산동,오요6(OYO6),0,중위험군,37.55655506,126.98442,198623.3695,450781.1462,22.5027131,-4.562044938756365,29.954523751657923,43.0,1.3560904050104878,1463.0,2.8228490877995,1464.0,0.5689613266512556,55.0
중구,을지로6가,케이스타호텔,0,중위험군,37.56374548,127.0058124,200513.5242,451579.0996,32.1453704,1.212576918063828,30.150771515274663,43.0,1.3548223559124526,1463.0,2.830968251347256,1464.0,0.9205785306126413,55.0
중구,주교동,엘림 호스텔,0,중위험군,37.56629135,127.0004515,200039.8861,451861.6455,25.4242058,-1.2984264818681552,28.619354184549763,43.0,1.3543843136424674,1463.0,2.8256520171651127,1464.0,1.513245663037048,55.0
