사용승인일자,화재조기진압용스프링클러(H)설치여부,건축물일련번호,스프링클러(AV)설치여부,주소,시도명,시군구명,읍면동명,스프링클러(H)설치여부,화재조기진압용스프링클러(AV)설치여부,간이스프링클러(H)설치여부,대상물명,간이스프링클러(AV)설치여부,지번주소_매칭,도로명주소_매칭,매칭건물명,매칭건축물대장PK,매칭소스,매칭방식,매칭점수
19531201,N,11000000000526,N,서울특별시 종로구 신문로2가,서울특별시,종로구,신문로2가,N,N,N,서대문여관(공가),N,,,,,,,0.0
19541201,N,11000000000601,N,서울특별시 중구 회현동1가,서울특별시,중구,회현동1가,N,N,N,(선임유예/~240722)뉴썬게스트하우스,N,,,,,,,0.0
19560130,N,11000000000685,N,서울특별시 중구 명동2가,서울특별시,중구,명동2가,N,N,N,명동2가 54-2 건물(꽁돈삼겹살 건물),N,,,,,,,0.0
19580801,N,11000000000927,N,서울특별시 중구 태평로2가,서울특별시,중구,태평로2가,N,N,N,"퍼스트스테이호텔이글(구.빅토리아호텔, 호텔통명동)",N,,,,,,,0.0
19600401,N,11000000001584,N,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,N,N,N,세기P&C(충무빌딩),N,,,,,,,0.0
19651031,N,11000000001706,N,서울특별시 용산구 한강로2가,서울특별시,용산구,한강로2가,N,N,N,HOTEL MAC(구.우정여관),N,,,,,,,0.0
19601201,N,11000000001767,N,서울특별시 중구 다동,서울특별시,중구,다동,N,N,N,한주화학빌딩,N,,,,,,,0.0
19601201,N,11000000001790,N,서울특별시 중구 태평로2가,서울특별시,중구,태평로2가,N,N,N,인천이씨공도공파종친회(오천회관),N,,,,,,,0.0
19610601,N,11000000001886,N,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,N,N,N,왕비집명동3호(보경빌딩),N,,,,,,,0.0
19611201,N,11000000001972,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,두레세계(남일빌딩),N,,,,,,,0.0
19690809,N,11000000001982,N,서울특별시 용산구 용산동2가,서울특별시,용산구,용산동2가,N,N,N,덕성모텔 덕성여관,N,,,,,,,0.0
19611220,N,11000000001983,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,사바모텔,N,,,,,,,0.0
19630506,N,11000000002165,N,서울특별시 종로구 당주동,서울특별시,종로구,당주동,N,N,N,광화장여관,N,,,,,,,0.0
19630304,N,11000000002291,N,서울특별시 중구 남산동1가,서울특별시,중구,남산동1가,N,N,N,동도호텔(구.동도여관),N,,,,,,,0.0
19631001,N,11000000002412,N,서울특별시 종로구 와룡동,서울특별시,종로구,와룡동,N,N,N,"현. 노대영건물, 구.동원빌딩(와룡동 116-1)",Y,,,,,,,0.0
19640508,N,11000000002553,N,서울특별시 용산구 한강로3가,서울특별시,용산구,한강로3가,N,N,N,우성장여관,N,,,,,,,0.0
19641004,N,11000000002652,N,서울특별시 중구 명동2가,서울특별시,중구,명동2가,N,N,N,유엔에이치인터네셔날(구.경도빌딩--32-2)),N,,,,,,,0.0
19560907,N,11000000002809,N,서울특별시 중구 북창동,서울특별시,중구,북창동,N,N,N,용호낙지건물(구.비어캐빈건물),N,,,,,,,0.0
19650407,N,11000000002828,N,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,N,N,N,충무로3가 59-13 지정석 건물(구. 극동의원),N,,,,,,,0.0
19660430,N,11000000003198,N,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,N,N,N,태평양빌딩(대원실업),N,,,,,,,0.0
19660501,N,11000000003237,N,서울특별시 종로구 당주동,서울특별시,종로구,당주동,N,N,N,덕수모텔(구.덕수장여관),N,,,,,,,0.0
19650720,N,11000000003468,N,서울특별시 중구 회현동1가,서울특별시,중구,회현동1가,N,N,N,미도호텔,N,,,,,,,0.0
19661201,N,11000000003482,N,서울특별시 중구 북창동,서울특별시,중구,북창동,N,N,N,북창동 19-3 건물,N,,,,,,,0.0
19661201,N,11000000003487,N,서울특별시 중구 명동2가,서울특별시,중구,명동2가,N,N,N,아카시아빌딩(동해탕건물),N,,,,,,,0.0
19661201,N,11000000003488,N,서울특별시 중구 주교동,서울특별시,중구,주교동,N,N,N,A여관,N,,,,,,,0.0
19670101,N,11000000003531,N,서울특별시 종로구 인사동,서울특별시,종로구,인사동,N,N,N,호텔가온(구.뉴월드모텔),N,,,,,,,0.0
19670101,N,11000000003532,Y,서울특별시 중구 장충동2가,서울특별시,중구,장충동2가,Y,N,N,반얀트리호텔(구.타워호텔),N,,,,,,,0.0
19660915,N,11000000004019,N,서울특별시 영등포구 문래동2가,서울특별시,영등포구,문래동2가,N,N,N,양지여관(도온정밀),N,,,,,,,0.0
19671110,N,11000000004082,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,왕도모텔,N,,,,,,,0.0
19680212,N,11000000004298,N,서울특별시 마포구 대흥동,서울특별시,마포구,대흥동,N,N,N,그랜드여관 건물,N,,,,,,,0.0
19680615,N,11000000004546,N,서울특별시 용산구 청파동3가,서울특별시,용산구,청파동3가,N,N,N,청파여관(현.주택),N,,,,,,,0.0
19680701,N,11000000004602,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,종점여인숙,N,,,,,,,0.0
19680719,N,11000000004633,N,서울특별시 용산구 원효로2가,서울특별시,용산구,원효로2가,N,N,N,화전장여관,N,,,,,,,0.0
19680901,N,11000000004721,N,서울특별시 마포구 아현동,서울특별시,마포구,아현동,N,N,N,아현동347-12건물,N,,,,,,,0.0
19680901,N,11000000004722,N,서울특별시 마포구 아현동,서울특별시,마포구,아현동,N,N,N,아담여관,N,,,,,,,0.0
19681025,N,11000000004957,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,대성장여관(쉬고 게스트 하우스),N,,,,,,,0.0
19690401,N,11000000005383,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,휴모텔(구.귀빈장)(휴모텔),N,,,,,,,0.0
19690501,N,11000000005437,N,서울특별시 마포구 염리동,서울특별시,마포구,염리동,N,N,N,크로바여관,N,,,,,,,0.0
19690510,N,11000000005530,Y,서울특별시 중구 명동2가,서울특별시,중구,명동2가,Y,N,N,명동청휘빌딩(소테츠 호텔),N,,,,,,,0.0
19691001,N,11000000005900,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,N,N,N,호텔패밀리아인,N,,,,,,,0.0
19651026,N,11000000005931,N,서울특별시 중구 남창동,서울특별시,중구,남창동,N,N,N,서울백페커스(구:하동여관),N,,,,,,,0.0
19691025,N,11000000005984,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,남산여인숙(폐업),N,,,,,,,0.0
19691101,N,11000000006043,N,서울특별시 영등포구 영등포동6가,서울특별시,영등포구,영등포동6가,N,N,N,샤모니모텔 구)조흥장여관,N,,,,,,,0.0
19691201,N,11000000006133,N,서울특별시 중구 장충동1가,서울특별시,중구,장충동1가,N,N,N,양미여관(신기영건물),N,,,,,,,0.0
19691201,N,11000000006191,N,서울특별시 중구 북창동,서울특별시,중구,북창동,N,N,Y,위더스빌딩 시청(구. 효림빌딩),Y,,,,,,,0.0
19700101,N,11000000006358,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,대양여관,N,,,,,,,0.0
19700301,N,11000000006524,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,광희동1가 38-1건물,N,,,,,,,0.0
19700310,N,11000000006560,N,서울특별시 용산구 한남동,서울특별시,용산구,한남동,N,N,N,모텔아리지(남강여관),N,,,,,,,0.0
19700501,N,11000000006731,N,서울특별시 마포구 염리동,서울특별시,마포구,염리동,N,N,N,미미찬(구 금산여관),N,,,,,,,0.0
19700501,N,11000000006757,N,서울특별시 중구 필동3가,서울특별시,중구,필동3가,N,N,N,(선임유예)호텔아띠,N,,,,,,,0.0
19700610,N,11000000006858,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,은진장여관(은진대중사우나),N,,,,,,,0.0
19700601,N,11000000006870,N,서울특별시 중구 장충동2가,서울특별시,중구,장충동2가,N,N,N,CF모텔(장충동),N,,,,,,,0.0
19700701,N,11000000006989,N,서울특별시 중구 산림동,서울특별시,중구,산림동,N,N,N,에이치투오(석화장여관),N,,,,,,,0.0
19691210,N,11000000007200,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,mi house(구.서울장모텔),N,,,,,,,0.0
19700828,N,11000000007201,N,서울특별시 종로구 종로5가,서울특별시,종로구,종로5가,N,N,N,조은빌딩(구.수암빌딩),N,,,,,,,0.0
19711024,N,11000000007320,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,호스텔가온(구.해성장건물),N,,,,,,,0.0
19680605,N,11000000007356,N,서울특별시 중구 필동2가,서울특별시,중구,필동2가,N,N,N,투미유스텔(구.대한장여관),N,,,,,,,0.0
19701101,N,11000000007459,N,서울특별시 중구 장충동1가,서울특별시,중구,장충동1가,N,N,N,아이러브동대문(연호장여관),N,,,,,,,0.0
19701201,N,11000000007671,N,서울특별시 중구 을지로3가,서울특별시,중구,을지로3가,N,N,N,수표로 48-13(을지로3가 322-4) 건물,N,,,,,,,0.0
19701205,N,11000000007696,N,서울특별시 영등포구 대림동,서울특별시,영등포구,대림동,N,N,N,영도여관,N,,,,,,,0.0
19710201,N,11000000007840,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,모텔리츠(구.애림여관),N,,,,,,,0.0
19710501,N,11000000008147,N,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,N,N,N,한소빌딩,N,,,,,,,0.0
19710501,N,11000000008165,N,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,N,N,N,신길동428-11건물,N,,,,,,,0.0
19820925,N,11000000008168,N,서울특별시 강서구 염창동,서울특별시,강서구,염창동,N,N,N,나그랑모텔,N,,,,,,,0.0
19661005,N,11000000008236,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,N,N,N,일익빌딩(이일빌딩),N,,,,,,,0.0
