구,동,숙소명,위도,경도,x_5181,y_5181,최종위험점수_new,local_R2,bandwidth,residual,coef_intercept,tval_intercept,coef_구조노후도,tval_구조노후도,coef_단속위험도,tval_단속위험도,coef_도로폭위험도,tval_도로폭위험도,coef_최근접_소화용수_거리등급,tval_최근접_소화용수_거리등급,coef_소방위험도_점수,tval_소방위험도_점수,coef_집중도,tval_집중도
종로구,종로2가,서울YMCA관광호텔,37.56785597,126.9845017,198630.7961,452035.4128,22.91093724,0.9813120534151745,150,1.051942949161134,33.466166451673374,146.86025019667625,6.334222733276412,44.049890272435626,1.6721622357496768,11.906215971844128,5.036094907990003,38.23045570345598,4.222994513047008,34.40285728368084,2.1766975671717033,8.558278158104955,1.27089035881178,7.913193249130564
종로구,관훈동,호텔 썬비,37.57030354,126.9840039,198586.865,452307.0719,13.42087742,0.9819923915996159,150,-0.8136610533820843,33.60501378334251,151.0838393428795,6.3572103456832,49.91319662640012,1.7175989208361817,15.738343741348206,5.109718636716327,43.108729771956014,4.243787808054745,38.50985715829164,2.0262820486871553,8.04402506265841,1.208655392891223,7.203090248950675
종로구,관훈동,나인트리 바이 파르나스 서울 인사동,37.57180204,126.983008,198498.9183,452473.4034,19.21733253,0.9838257171469589,150,-0.37141903516671704,33.704602470029066,141.45744461078831,6.3587426202661925,50.1936912001884,1.6932655216528638,16.226831695926144,5.105186132913087,38.5783793555026,4.2620336333477455,36.40243207167882,2.0271685572118745,7.1894938401327035,1.2165661534427405,6.242135997750617
종로구,인의동,이스트 아뜰리에,37.57093161,126.9958843,199636.4111,452376.668,29.45535909,0.9877341318273065,150,0.40800237058735433,32.66189399883703,159.77190811943848,6.389399256400326,41.94674919272022,2.523906708495285,15.530194828696056,5.0898212083594805,39.75157864951379,4.588711622027516,28.372280377402703,1.0364509869930951,4.033712587863171,1.6178638630358335,9.745350645724981
종로구,숭인동,U-STAY HOSTEL,37.56976898,127.0154556,201365.3966,452247.734,25.62588219,0.9881465617089342,150,-0.7509345428455916,32.588202007990326,179.14284211823707,6.575239892107493,75.98135046862998,2.026948143783267,15.26847786619684,4.8952046798037365,42.766625379563784,4.9770368792785735,45.821543814450386,0.7535597709494227,3.201643501575811,1.70892394527682,12.929802469827187
종로구,낙원동,목시 서울 인사동 호텔,37.56954746,126.9885558,198988.9835,452223.0971,24.51774415,0.9842834398334679,150,-0.8781833789761961,33.63530800314714,141.50708204652403,6.550625511266901,48.963518367427376,1.7656338078471001,15.007798586239058,5.2397984215735445,45.46241921314485,4.35378657237487,39.185362824585674,1.8529292518120175,7.004181523389476,1.2366370828500357,7.606659258820192
종로구,이화동,글루호텔,37.57304815,127.0031721,200280.2191,452611.5762,15.4508699,0.9900107278400082,150,-0.7151946794999162,32.77901750335663,267.06215129701536,6.562551262203642,63.57816878438116,2.081611355863236,13.023072556427444,4.7267252920487,47.76175655741466,4.810096552503753,41.61406709963248,2.2846091790268597,12.551645643275274,1.3452116675165908,9.732892460839146
종로구,당주동,SOUNDS INN GWANGHWAMUN,37.56859605,126.9747495,197769.2539,452117.7398,43.75873477,0.9819398412322571,150,1.1526875786371846,33.981351037198806,169.47209042331764,6.338405729297176,43.52662088717685,1.9813926516595854,19.70537220999197,4.8326045531206,33.83578508970473,4.601470274323543,36.089023878729606,0.643978514859449,3.6971114653684367,0.8084761450083424,5.35989761124934
종로구,종로4가,진가,37.56787973,126.9987935,199893.4096,452037.9377,32.43761249,0.9878473088775946,150,1.5297674767070255,33.76818751386025,225.46482228518755,6.538247680771279,51.96996650807527,2.0331935218211665,12.128519522718983,5.112602954099278,44.60952942897093,4.48237119050907,30.618601962288356,1.9950827179032544,8.728882770340714,1.1893363499594456,7.950883915675665
종로구,묘동,킴스텔코리아 종로점,37.57078678,126.9906847,199177.0643,452360.6264,42.95410306,0.983388621844946,150,0.02925283505572196,33.66096031244669,105.23089401064982,6.772161135013036,41.145734665920756,1.8406426390667843,15.467610330270851,5.370032597417018,43.678586793300504,4.355295976531066,35.79968901263638,1.8545546869069716,5.66087707303746,1.5878023798273846,9.987843313073464
종로구,창신동,호스텔 메가 동대문역,37.56790086,127.0094303,200833.121,452040.324,21.70793886,0.990747630923358,150,-0.883008353989009,33.31087289165374,174.89667465047626,6.4382359911020615,65.63225513980127,2.2148103401584485,17.8376152147678,4.9058576873844695,38.83332715736942,5.033530778248032,39.71064935246831,1.4396901934139477,6.739526100616685,1.601196508834591,10.759115369976696
종로구,봉익동,포레스트 스테이 종로,37.57018563,126.991442,199243.9613,452293.8994,15.92274082,0.9840135804377814,150,-0.7004618428322491,33.396508850229324,91.5235833025348,6.831312371376367,40.722920927396224,1.8830146553575473,15.85295074777153,5.341100411009756,43.5902567001602,4.372232947449308,35.15614227485913,1.5898452806864238,4.2666845198604015,1.6688856319992542,10.52377296704188
종로구,관철동,MOMENTO HOSTEL,37.56655742,126.9838,198568.7776,451891.2994,23.18591932,0.9794491314419856,150,1.5335300353753318,33.569798106332414,149.97307687003243,6.369428768834598,42.17557555939265,1.7931954975877678,14.62939916982895,5.026203137877223,35.125298087709844,4.3117405587575455,32.68829655968094,1.9625602888178637,7.954254133232719,1.2637579645975587,8.126821016369563
종로구,숭인동,더온재,37.57228397,127.0203905,201801.3004,452526.9518,22.83469509,0.9875550659609181,150,0.34664861321439844,32.80729952883236,191.1824126640477,6.596178986378141,70.75233085525444,2.4692698816059973,16.07823083553809,4.872749581369051,44.08286387074981,4.784390102561345,40.52776690257826,1.3004391732087648,4.653434489737143,1.546991256148818,10.061087725730799
중구,남창동,케이팝 서울타워 호스텔,37.55403706,126.9763763,197912.5692,450501.8264,16.99936585,0.9861475220579281,150,-1.5248786299095904,33.6077157404225,126.15968259266153,6.630070183637389,86.06872179228257,2.113817961492328,23.023318026516428,5.013430852876525,39.44394425514568,4.43442396143973,33.5839892844452,2.2143120615280623,7.752651807651019,1.3453572648891445,9.770198375224018
종로구,창신동,247 HOSTEL SEOUL,37.56817447,127.0131481,201161.5696,452070.7309,28.46176098,0.9890680793443896,150,-0.9142067072158717,32.64561133536395,139.50217997257337,6.422617654234926,70.4130479620175,2.077663218513426,16.594058571349745,4.995722584296204,40.35050017229386,4.988102228921027,41.89586617780855,0.7399362692255387,2.8331638410883424,1.7230853816836809,12.21871314583505
종로구,관철동,찰나 호스텔,37.56664615,126.9833293,198527.2006,451901.1547,21.17200955,0.9785414514786283,150,0.010987318115418532,33.61164356777993,150.24867342111222,6.355493392187549,41.54933076932768,1.7996844342157243,15.02707218713738,5.027940233233696,34.60107324130521,4.3149529854975786,32.84894941530383,1.9332201734633443,7.936225165834207,1.2565298254835144,8.069851626489868
종로구,종로2가,스테이울림,37.56718514,126.9835802,198549.3773,451960.9723,24.04776165,0.9794734619546944,150,0.04882212831487465,33.51000082634385,148.64182792189905,6.333562178703844,42.26639613284267,1.7240499375859335,13.08762035104888,5.0136836927202,35.7386144131682,4.256432256224391,33.26336880560904,2.0859494955660183,8.370427675120707,1.2564218239942453,7.986137988011921
종로구,종로5가,편안정 종로5가점,37.56810507,127.0045472,200401.7227,452062.9568,24.42589099,0.9897168669807632,150,0.7273555467275195,33.428264940548374,262.78548649022736,6.602478762967404,58.04228620846252,2.0547445465830627,15.0848237460194,4.7241796382234496,41.29248032761006,4.696197235508164,33.95333694719594,1.568591039805462,7.027844795863333,1.3865734697449952,9.310471882933545
종로구,창신동,동대문 스테이가든,37.56946846,127.0134964,201192.3196,452214.3531,43.18296159,0.989019317751978,150,-0.1799352830241432,32.66260521500928,172.2984334555591,6.497453845782527,73.51493124886416,2.0621438010156585,16.418929003537933,4.994151842271766,42.62529991026258,5.04346440377628,45.0460807820114,0.7858065925176431,3.3681459469183053,1.729404035691424,12.749417254125218
종로구,종로5가,고유리(Goyu;re),37.56730221,127.0037223,200328.8504,451973.8455,23.67381825,0.9874859684289486,150,-0.08154495227998382,33.84922814605228,265.24331893831334,6.633946493257822,53.06857527787875,1.8435410703832409,12.644355442552563,5.003736240601443,45.119643197391845,4.567071560859755,31.94329807053323,1.5288516759891093,6.191005203228302,1.3665002243953817,8.936088919946133
종로구,충신동,온코리아 스테이,37.57265524,127.0033667,200297.4115,452567.9683,39.79377633,0.9900681814218812,150,0.4504315988991152,32.79386714619077,268.1992143136379,6.596788955748397,64.42464570439851,2.0932437388394156,13.252872203485943,4.7075576396333085,47.370824869927546,4.827113776440474,41.69744164492145,2.207086729117085,12.06316112229744,1.3315792296415057,9.460358675099275
종로구,낙원동,하프레스트 호스텔,37.56953983,126.9876225,198906.5254,452222.2607,27.46548794,0.9838327239867433,150,-1.4270431683059392,33.63243928069794,147.8011487277068,6.498285351523978,49.62115962753875,1.7558119155380638,15.181912798607385,5.214861773527392,45.96441281688219,4.327105623070827,39.81750664880125,1.9032542044026621,7.496696557401052,1.2164880654570993,7.586392540637862
종로구,숭인동,엔조이스테이 호스텔,37.57029351,127.0191229,201689.3601,452306.0103,21.14529386,0.9872073281414656,150,-0.4817864933889915,32.70720557429495,183.7824141789591,6.618694573083321,71.22214798420251,2.261023546674773,14.637876227407348,4.8363726324549985,42.99329691047083,4.80370955227032,40.046858811618854,0.9764746365063228,3.512139944211834,1.6216891865382994,10.803494932492915
종로구,창신동,이온호텔,37.56975326,127.0119696,201057.431,452245.9443,25.0569827,0.9897765841337043,150,-2.5410047356265935,32.82018510697701,190.59962527344126,6.49369810387611,72.8115071042349,2.104195203548371,16.947402120290803,5.032960393115752,43.86302744946345,5.072522812852731,43.94160624171281,0.9414396772358038,4.268386058547074,1.6958226218696457,12.064832512569067
종로구,관철동,오아시스 트레블러스 종로,37.56702341,126.9866387,198819.5744,451942.9794,34.79954247,0.9841914229720505,150,1.4118947921417728,33.42381822925128,143.76798259080684,6.4333124195515445,46.72630961659988,1.7093215874531769,11.51035267363874,5.088640540551433,40.26626184903696,4.318696687761606,33.88686975212001,1.9885455622845147,7.315484806928942,1.2284290920497989,7.499863098937238
종로구,관철동,스테이 마루 종로,37.56669767,126.9847978,198656.9335,451906.8508,41.77586694,0.9814944844858694,150,0.404617227214608,33.48942346723999,148.62228706408226,6.38365851581114,43.80344962201776,1.746586804763285,12.731947315384978,5.037756818407276,37.17283512951419,4.292821627051422,33.0276386019081,2.072925336255283,8.030989320412605,1.270681157498709,8.030528701137753
종로구,창신동,동대문인순,37.56877711,127.0102192,200902.8069,452137.5848,28.05798271,0.9903880823240089,150,2.4470566533571905,33.05761851575652,196.66357000454286,6.456561290775402,68.4701828978672,2.173324075542136,17.825211203774884,4.966548185133475,41.719425595036235,5.061745099456058,41.673309873006524,1.1988698197777992,5.877768134478251,1.6139454918626455,11.13854845270097
종로구,권농동,스테이 종로 온당,37.57416521,126.9904673,199157.9029,452735.5949,32.19474877,0.9795056124577133,150,-0.633414405745178,33.45275957919629,96.21785802524552,6.5443739146545115,37.68900408104082,1.971774342949495,16.51911682141855,5.304572390353378,43.393931252005274,4.294648459303885,33.98671095724559,1.8922998652457397,5.359075604017562,1.4892674769879424,9.156930175274626
종로구,종로6가,편안정,37.56925877,127.006942,200613.282,452191.017,21.08551939,0.9908096879466252,150,0.23665296196841368,33.127822454215945,253.21724428716453,6.589855805885197,70.50885464557538,2.2681369231244144,19.426090948417745,4.732231867611434,44.10391677105754,5.016041413631223,43.2082240424925,1.5344380929930677,8.827250423451469,1.4305325761923466,10.457074515635798
종로구,낙원동,소락방 주식회사,37.57009871,126.9876943,198912.8819,452284.2891,14.86759141,0.98350884766558,150,0.6730875519074484,33.699546231675775,147.13033568953466,6.511441797128034,49.06065508952334,1.7591092351141695,15.337670601984543,5.238444444475634,46.1099905389202,4.32892148093914,39.97214227439113,1.9423702559919662,7.636817164953529,1.234547774683556,7.621350876861342
종로구,연지동,스테이누아 종로,37.56957912,126.9996604,199969.9995,452226.5495,31.17951278,0.9891835355742353,150,-0.9882030980660623,33.2572276451052,258.35548119531944,6.489604754820988,58.87473059688914,2.1817890699736058,13.561834474181348,4.889882421144548,48.61129974312977,4.533481674055492,33.235080857878074,2.0792610699920635,8.573175295767443,1.116733852080381,7.9550652781011575
종로구,관철동,1996 종로인,37.56632523,126.986269,198786.9014,451865.4943,19.26915095,0.9838433398997318,150,-0.6276421860832251,33.44028306872864,144.62586007454038,6.448504246378617,45.80698320886873,1.7905319329485634,11.987571378771182,5.072361952419186,38.97506049436751,4.360659433508658,33.358534797539896,1.9212967948875166,7.014822080057085,1.2280623476727537,7.464722080600039
종로구,관수동,THE EXTAY LOUNGE,37.56665459,126.9885067,198984.6048,451902.0229,18.8161887,0.9861343569986869,150,-1.4440952970365224,33.432466251818354,143.82205160972518,6.586156384753581,50.4205607819708,1.7791193180066616,12.765887138737096,5.133441665257013,43.06334278896756,4.490605519558282,35.81483542119844,1.55980194958283,6.1505004074759535,1.1785391541557844,7.398468403008772
종로구,관철동,먼슬리브 종로 종각역 호텔 스테이,37.56594442,126.9857743,198743.1897,451823.2353,14.39556882,0.9830631655689357,150,-0.58303242402466,33.51652763799837,149.30309770313895,6.473780822316595,45.644399430866834,1.8837311862386552,14.662491858076091,5.052747307361066,38.788782601157855,4.423086478474984,34.286933891462496,1.8162588043500245,7.045627075517519,1.2459663083219168,7.82272595835226
종로구,견지동,더프리마호텔 종로,37.57038151,126.9826794,198469.8543,452315.7464,15.15989744,0.9815071805013703,150,0.8657792866308913,33.502771957454435,140.4474221053789,6.294475087472058,48.52039312802871,1.6974957564631252,14.50998372257039,4.992335546416281,36.45998596041908,4.2170416979467,35.13308461271278,2.0016685741585687,7.160415124631554,1.1807595953104484,6.2760926939956745
종로구,숭인동,서울앤호텔 동대문,37.5705788,127.0200435,201770.6876,452337.6911,40.15268664,0.987045129901775,150,-1.6373188727334238,32.74415513529966,185.889645458098,6.5879187500691625,71.60122045374996,2.3353695782129233,15.49334741640089,4.848052638798386,43.223035952744134,4.775753017185091,39.917400834304715,1.0590712702014748,3.8474354960043198,1.597069092779718,10.589775775138689
종로구,와룡동,클래식 아파트먼트 익선,37.57389547,126.9897488,199094.4271,452705.6636,31.16213307,0.979607330935985,150,2.0037107815286888,34.11781742360458,95.90943223149283,6.688958726860994,35.6035255481456,1.9067935435506265,15.909531671127887,5.37277995480025,41.460610516413375,4.3039555966933705,34.69000925543967,2.4181452105269616,7.10615193346083,1.4886814333762641,8.967342137245351
종로구,효제동,하우스 오손 종묘점,37.56890164,127.0020354,200179.8148,452151.359,33.0946072,0.988315029729552,150,-0.9024807760815463,33.2972811453712,268.2735152817746,6.6230166907321255,57.81890607598257,2.0258375673282387,12.839451775327847,4.830560307731489,46.79989985064181,4.533976447081822,33.14836451406973,1.7639600742753996,6.557166018041409,1.1139100785204552,7.7580434111825385
