구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,prediction,residual,coef_구조노후도
종로구,종로2가,서울YMCA관광호텔,0,중위험군,37.56785597,126.9845017,198630.7961,452035.4128,22.91093724,29.245380215758033,-6.334442975758034,6.7126259910812704
종로구,관훈동,호텔 썬비,1,저위험군,37.57030354,126.9840039,198586.865,452307.0719,13.42087742,27.307615018993477,-13.886737598993477,6.7126259910812704
종로구,관훈동,나인트리 바이 파르나스 서울 인사동,1,저위험군,37.57180204,126.983008,198498.9183,452473.4034,19.21733253,26.490399125698666,-7.2730665956986655,6.7126259910812704
종로구,인의동,이스트 아뜰리에,1,저위험군,37.57093161,126.9958843,199636.4111,452376.668,29.45535909,37.94569614524604,-8.490337055246037,6.7126259910812704
종로구,숭인동,U-STAY HOSTEL,1,저위험군,37.56976898,127.0154556,201365.3966,452247.734,25.62588219,27.664477854493395,-2.0385956644933962,6.7126259910812704
종로구,낙원동,목시 서울 인사동 호텔,0,중위험군,37.56954746,126.9885558,198988.9835,452223.0971,24.51774415,26.490399125698666,-1.972654975698667,6.7126259910812704
종로구,이화동,글루호텔,1,저위험군,37.57304815,127.0031721,200280.2191,452611.5762,15.4508699,26.490399125698666,-11.039529225698665,6.7126259910812704
종로구,당주동,SOUNDS INN GWANGHWAMUN,2,고위험군,37.56859605,126.9747495,197769.2539,452117.7398,43.75873477,39.326755318630724,4.431979451369273,6.7126259910812704
종로구,종로4가,진가,0,중위험군,37.56787973,126.9987935,199893.4096,452037.9377,32.43761249,29.145458621818054,3.292153868181945,6.7126259910812704
종로구,묘동,킴스텔코리아 종로점,2,고위험군,37.57078678,126.9906847,199177.0643,452360.6264,42.95410306,39.20185332620575,3.752249733794251,6.7126259910812704
종로구,창신동,호스텔 메가 동대문역,1,저위험군,37.56790086,127.0094303,200833.121,452040.324,21.70793886,27.86788967072835,-6.1599508107283505,6.7126259910812704
종로구,봉익동,포레스트 스테이 종로,1,저위험군,37.57018563,126.991442,199243.9613,452293.8994,15.92274082,27.104203202758523,-11.181462382758523,6.7126259910812704
종로구,관철동,MOMENTO HOSTEL,1,저위험군,37.56655742,126.9838,198568.7776,451891.2994,23.18591932,29.552282254287963,-6.366362934287963,6.7126259910812704
종로구,숭인동,더온재,0,중위험군,37.57228397,127.0203905,201801.3004,452526.9518,22.83469509,27.764399448433373,-4.929704358433373,6.7126259910812704
중구,남창동,케이팝 서울타워 호스텔,0,중위험군,37.55403706,126.9763763,197912.5692,450501.8264,16.99936585,26.743771738903604,-9.744405888903604,6.7126259910812704
종로구,창신동,247 HOSTEL SEOUL,1,저위험군,37.56817447,127.0131481,201161.5696,452070.7309,28.46176098,28.024909318348314,0.4368516616516871,6.7126259910812704
종로구,관철동,찰나 호스텔,1,저위험군,37.56664615,126.9833293,198527.2006,451901.1547,21.17200955,28.73506636099315,-7.563056810993153,6.7126259910812704
종로구,종로2가,스테이울림,0,중위험군,37.56718514,126.9835802,198549.3773,451960.9723,24.04776165,28.892086008613113,-4.844324358613111,6.7126259910812704
종로구,종로5가,편안정 종로5가점,1,저위험군,37.56810507,127.0045472,200401.7227,452062.9568,24.42589099,29.145458621818054,-4.719567631818055,6.7126259910812704
