구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,residual,coef_intercept,coef_도로폭위험도,bw_intercept,bw_도로폭위험도
종로구,와룡동,클래식 아파트먼트 익선,0,중위험군,37.57389547,126.9897488,199094.4271,452705.6636,31.16213307,-2.245819212983985,30.662414629870355,2.7849153837739773,46.0,1464.0
종로구,숭인동,브릭 스테이 (BRIC STAY),0,중위험군,37.57248011,127.0197134,201741.4763,452548.7083,28.64444955,-0.5866544273602088,29.19834877409744,2.788391870224559,46.0,1464.0
종로구,충신동,연경당,0,중위험군,37.57203715,127.0039527,200349.1823,452499.3695,30.80334323,-1.4286497849212587,29.485597615218584,2.785785432548764,46.0,1464.0
종로구,돈의동,더 메이 호텔,0,중위험군,37.56923344,126.9887906,199009.7162,452188.2421,16.14393547,-5.659341984749748,29.00888860178565,2.7865125434782723,46.0,1464.0
종로구,익선동,엠제이호텔,0,중위험군,37.57227399,126.9880699,198946.0906,452525.7156,30.95267857,3.4590879758618804,30.175194742998766,2.786469080815257,46.0,1464.0
종로구,익선동,킹스가든,0,중위험군,37.57179889,126.9889326,199022.3007,452472.9757,29.68497731,2.3977097445519853,29.968329482913827,2.785905645299618,46.0,1464.0
종로구,관철동,수레지던스,0,중위험군,37.56655068,126.9841539,198600.0443,451890.546,25.97377645,0.9992872207980916,30.37614883612611,2.7894222193438543,46.0,1464.0
종로구,창신동,동대문 서울달빛,0,중위험군,37.56916257,127.0137488,201214.6206,452180.4061,34.54718315,2.905002126903373,28.892606853308408,2.7890097939785465,46.0,1464.0
종로구,연건동,브루클린,0,중위험군,37.57244418,127.0008332,200073.6066,452544.5381,36.98701582,4.204698024471874,30.036771521438887,2.784924128395484,46.0,1464.0
종로구,숭인동,케이디 호스텔,0,중위험군,37.57044997,127.0186755,201649.8402,452323.3676,33.38826274,6.530663580428204,29.541806637122537,2.789174213452089,46.0,1464.0
종로구,장사동,센추럴,0,중위험군,37.56604937,126.9921087,199302.819,451834.8177,38.31717841,8.249546593590896,30.03489829046626,2.7865465187494305,46.0,1464.0
종로구,창신동,VATICA HOTEL(바티카 호텔),0,중위험군,37.56737832,127.0147475,201302.8834,451982.3886,25.16109034,-3.6490859813474543,28.777401844990074,2.790032554298549,46.0,1464.0
종로구,권농동,언플러그 안국,0,중위험군,37.57427525,126.9904528,199156.6242,452747.8082,34.38596742,3.605953050330246,30.747306843836533,2.7843331759193424,46.0,1464.0
종로구,낙원동,베스트웨스턴 종로(인사동),0,중위험군,37.5696394,126.9887561,199006.6737,452233.2992,24.1597545,-4.960200191504544,29.087222233571858,2.786455600955025,46.0,1464.0
종로구,숭인동,아이비씨호텔,0,중위험군,37.57050676,127.022065,201949.2705,452329.7355,39.68270504,6.996170346627558,29.93632414978145,2.7896552949394096,46.0,1464.0
종로구,익선동,ICON,0,중위험군,37.57209924,126.9881293,198951.3391,452506.3197,24.01764966,-3.427400170799114,30.126640577191065,2.7864551542390177,46.0,1464.0
종로구,익선동,호텔 다다-인사,0,중위험군,37.57189895,126.9887524,199006.3786,452484.0831,28.99010129,1.6567635337516364,30.01451085889407,2.786021178409214,46.0,1464.0
