구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,업소명,X좌표,Y좌표,관리건축물대장PK,연면적(㎡),기타용도,지상층수,지하층수,총층수,건물용도명_direct,지역구분명_direct,주변환경명_direct,객실수_direct,시설규모_direct,건축연면적_direct,총층수_direct,지상층수_direct,지하층수_direct,건물용도명_통합,지역구분명_통합,객실수_통합,시설규모_통합,연면적_통합,총층수_통합,총층수_0층만보정,총층수_현재값과차이,주택유형_분류,지역분류_상업주거,상업지역여부,주거지역여부,주택가주변_여부,역세권_인접여부,유흥가_인접여부
강남구,청담동,호텔 엔트라,2016,9,77.8,0.7158238892309751,0.1122,0.85,37.52128529,127.04769721,관광숙박업,호텔 엔트라,204216.450027,446867.588235,10241100259730,5666.38,숙박시설(관광호텔),20.0,4.0,24.0,호텔,,,92.0,5666.0,5666.0,24.0,20.0,4.0,호텔,,92.0,5666.0,5666.0,24.0,24.0,0.0,,,,,,,
강남구,삼성동,(주)호텔롯데 L7 강남,2017,18,100.0,1.5314763709643886,0.1108,1.0,37.50295115,127.05076075,관광숙박업,(주)호텔롯데 L7 강남,204488.365267,444832.873129,10241100267354,33584.29,"숙박시설(관광호텔),업무시설(사무소),근린생활시설",27.0,6.0,33.0,호텔,일반상업지역,,0.0,33584.0,0.0,33.0,27.0,6.0,호텔,일반상업지역,,33584.0,33584.0,33.0,33.0,0.0,,상업지역,1.0,0.0,,,
강남구,대치동,호텔 글래드 강남 코엑스센터,2017,0,0.0,0.3593740009078974,0.1108,0.7,37.50609983,127.06374665,관광숙박업,호텔 글래드 강남 코엑스센터,205636.367493,445183.035279,10241100266994,13255.23,숙박시설(관광호텔),20.0,4.0,24.0,숙박시설,일반주거지역,,282.0,12504.0,12504.0,24.0,20.0,4.0,숙박시설,일반주거지역,282.0,12504.0,12504.0,24.0,24.0,0.0,,주거지역,0.0,1.0,,,
강남구,역삼동,오월호텔,2018,16,75.0,0.5187937934151675,0.1094,1.0,37.49785311,127.04029604,관광숙박업,오월호텔,203563.297317,444266.609813,10241100269874,3281.33,관광숙박시설(소형호텔),9.0,3.0,12.0,,일반주거지역,,0.0,3281.0,0.0,12.0,9.0,3.0,관광숙박시설(소형호텔),일반주거지역,,3281.0,3281.0,12.0,12.0,0.0,,주거지역,0.0,1.0,,,
강남구,신사동,포포인츠바이쉐라톤서울강남,2017,14,100.0,0.453783685378972,0.1108,0.85,37.51750365,127.02768909,관광숙박업,포포인츠바이쉐라톤서울강남,202447.848471,446447.164807,10241100268155,12190.0,숙박시설(관광호텔),21.0,4.0,25.0,,,,0.0,0.0,0.0,25.0,21.0,4.0,숙박시설(관광호텔),,,,12190.0,25.0,25.0,0.0,,,,,,,
강남구,역삼동,호텔 세느,2017,18,94.4,0.5140205146625099,0.1108,1.0,37.50119369,127.03430555,관광숙박업,호텔 세느,203033.435,444637.16,10241100268074,1956.35,숙박시설(관광호텔),8.0,2.0,10.0,호텔,일반주거지역,기타,40.0,1514.0,270.0,10.0,8.0,2.0,호텔,일반주거지역,40.0,1514.0,270.0,10.0,10.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,역삼동,호텔 뉴브,2018,9,22.2,0.0,0.1094,0.25,37.50027135,127.04832114,관광숙박업,호텔 뉴브,204272.802698,444535.336142,10241100270714,11823.91,숙박시설(관광호텔),14.0,5.0,19.0,,상업지역,,0.0,11824.0,0.0,19.0,14.0,5.0,숙박시설(관광호텔),상업지역,,11824.0,11824.0,19.0,19.0,0.0,,상업지역,1.0,0.0,,,
강남구,역삼동,호텔 그라모스 서울 강남,2013,6,100.0,0.6010318916521397,0.1165,0.45,37.4998015,127.03908209,관광숙박업,호텔 그라모스 서울 강남,203455.86,444482.81,10241100218609,1996.4,관광호텔(42실) 및 근린생활시설,10.0,2.0,12.0,숙박시설,일반상업지역,,0.0,0.0,0.0,12.0,10.0,2.0,숙박시설,일반상업지역,,,1996.4,12.0,12.0,0.0,,상업지역,1.0,0.0,,,
강남구,역삼동,호텔 컬리넌 역삼,2013,13,100.0,0.2530906276821618,0.1165,0.85,37.49863731,127.04129584,관광숙박업,호텔 컬리넌 역삼,203651.669007,444353.684206,10241100221069,1999.26,숙박시설,10.0,1.0,11.0,숙박시설,상업지역,기타,0.0,0.0,0.0,11.0,10.0,1.0,숙박시설,상업지역,,,1999.26,11.0,11.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,역삼동,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),2014,5,0.0,0.5561813254867879,0.115,0.0,37.50189663,127.04047353,관광숙박업,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),203578.799034,444715.394917,10241100235951,29384.9,"숙박시설,근린생활시설,문화및집회시설",15.0,5.0,20.0,숙박시설,일반주거지역,주택가주변,0.0,24392.0,0.0,20.0,15.0,5.0,숙박시설,일반주거지역,,24392.0,24392.0,20.0,20.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
강남구,신사동,다도,1997,4,75.0,0.7830421846764933,0.1394,0.0,37.51870635,127.01919064,관광숙박업,다도,201696.51757,446580.462094,1024113530,539.68,주거시설,3.0,1.0,4.0,숙박시설,주거지역,주택가주변,0.0,567.0,0.0,4.0,3.0,1.0,숙박시설,주거지역,,567.0,567.0,4.0,4.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
강남구,신사동,호텔 안테룸 서울,2020,13,92.3,0.9313581639962748,0.1065,0.85,37.51609982,127.02442977,관광숙박업,호텔 안테룸 서울,202159.749483,446291.277157,10241100292143,3670.65,숙박시설,19.0,4.0,23.0,,,,0.0,3670.0,0.0,23.0,19.0,4.0,숙박시설,,,3670.0,3670.0,23.0,23.0,0.0,,,,,,,
강남구,역삼동,파크뷰 강남 호스텔,2019,6,16.7,1.0381543196309957,0.1079,0.7,37.4946957,127.02983756,관광숙박업,파크뷰 강남 호스텔,202638.586485,443915.833908,10241100281943,1999.92,업무시설,14.0,1.0,15.0,숙박시설,상업지역,기타,0.0,143.0,0.0,15.0,14.0,1.0,숙박시설,상업지역,,143.0,143.0,15.0,15.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,논현동,GAM,1997,6,83.3,0.4767541918554661,0.1394,0.12,37.51012645,127.03248712,관광숙박업,GAM,202872.299954,445628.524673,1024121000,428.08,관광숙박시설,4.0,1.0,5.0,숙박시설,주거지역,주택가주변,0.0,428.0,0.0,5.0,4.0,1.0,숙박시설,주거지역,,428.0,428.0,5.0,5.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
강남구,역삼동,(주)조선호텔앤리조트 조선팰리스강남,2021,9,66.7,1.1505720275988207,0.105,0.45,37.50046096,127.04070191,관광숙박업,(주)조선호텔앤리조트 조선팰리스강남,203599.062772,444556.062267,10241100296843,239267.1,"업무시설,숙박시설,판매시설,문화 및 집회시설",36.0,7.0,43.0,숙박시설,일반상업지역,기타,254.0,49203.0,239252.0,43.0,36.0,7.0,숙박시설,일반상업지역,254.0,49203.0,239252.0,43.0,43.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,삼성동,그랜드인터컨티넨탈 서울 파르나스,1989,11,63.6,1.2567233697114648,0.2863,0.7,37.50629703,127.06010268,관광숙박업,그랜드인터컨티넨탈 서울 파르나스,205314.159889,445204.70931,1024112289,138776.47,숙박시설 운동시설,33.0,8.0,41.0,호텔,,,0.0,128324.0,0.0,41.0,33.0,8.0,호텔,,,128324.0,128324.0,41.0,41.0,0.0,,,,,,,
강남구,대치동,이비스 스타일 앰배서더 강남,2003,14,57.1,1.2718840099421465,0.1308,0.25,37.50236069,127.05627838,관광숙박업,이비스 스타일 앰배서더 강남,204976.284446,444767.617235,1024119405,17842.04,"숙박시설, 근린생활시설",14.0,6.0,20.0,호텔,일반주거지역,기타,0.0,17842.0,0.0,20.0,14.0,6.0,호텔,일반주거지역,,17842.0,17842.0,20.0,20.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,논현동,렉스 관광 호텔,2004,21,95.2,1.6943946349100658,0.1293,0.35,37.51162065,127.01975071,관광숙박업,렉스 관광 호텔,201746.195,445794.05,1024124082,3743.25,숙박시설 (관광호텔),9.0,3.0,12.0,호텔,일반상업지역,기타,0.0,3651.0,0.0,12.0,9.0,3.0,호텔,일반상업지역,,3651.0,3651.0,12.0,12.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,대치동,파크하얏트서울,2005,1,0.0,1.1793477570205468,0.1279,0.7,37.50581599,127.06335663,관광숙박업,파크하얏트서울,205601.904042,445151.509505,1024116809,22998.17,숙박시설,24.0,4.0,28.0,호텔,일반상업지역,학교정화(상대),0.0,22998.0,0.0,28.0,24.0,4.0,호텔,일반상업지역,,22998.0,22998.0,28.0,28.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,논현동,베스트웨스턴 프리미어 강남호텔,2004,16,87.5,0.4889123963352756,0.1293,0.85,37.50361313,127.02900491,관광숙박업,베스트웨스턴 프리미어 강남호텔,202564.648055,444905.529447,1024115463,6960.23,숙박시설 (관광호텔),15.0,5.0,20.0,호텔,일반상업지역,기타,0.0,6957.0,0.0,20.0,15.0,5.0,호텔,일반상업지역,,6957.0,6957.0,20.0,20.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,역삼동,트리아관광호텔,1989,1,100.0,0.7848143690857691,0.1509,0.45,37.50009682,127.03861867,관광숙박업,트리아관광호텔,203414.868294,444515.57028,1024112267,3001.86,숙박시설 위락시설,8.0,2.0,10.0,호텔,상업지역,기타,0.0,3002.0,0.0,10.0,8.0,2.0,호텔,상업지역,,3002.0,3002.0,10.0,10.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,신사동,라까사호텔,1983,2,100.0,1.848948441212516,0.1594,0.0,37.51923895,127.01875978,관광숙박업,라까사호텔,201658.416591,446639.566103,1024116300,4685.54,"숙박시설(관광호텔), 판매시설, 근린생활시설, 동물 및 식물관련시설",6.0,1.0,7.0,숙박시설,일반주거지역,학교정화(상대),0.0,4638.0,0.0,7.0,6.0,1.0,숙박시설,일반주거지역,,4638.0,4638.0,7.0,7.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,역삼동,AC 호텔 바이 메리어트 서울 강남,2012,13,30.8,1.052219249098399,0.1179,0.85,37.4985048,127.03466624,관광숙박업,AC 호텔 바이 메리어트 서울 강남,203065.439089,444338.739766,10241100210768,18112.5,숙박시설(관광호텔),21.0,7.0,28.0,호텔,일반상업지역,기타,288.0,18428.0,18428.0,28.0,21.0,7.0,호텔,일반상업지역,288.0,18428.0,18428.0,28.0,28.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,청담동,호텔리베라서울,1987,2,0.0,0.0,0.1536,0.85,37.52114314,127.05333406,관광숙박업,호텔리베라서울,204714.758457,446852.078364,102419336,42108.55,"숙박시설,위락시설,근린생활시설,운동시설 업무시설",15.0,5.0,20.0,호텔,,,0.0,42109.0,0.0,20.0,15.0,5.0,호텔,,,42109.0,42109.0,20.0,20.0,0.0,,,,,,,
강남구,역삼동,삼정관광호텔,1982,14,92.9,0.7207623475929187,0.1608,0.85,37.50308327,127.0305267,관광숙박업,삼정관광호텔,202699.226067,444846.764226,1024120603,15535.14,숙박시설 위락시설 근린생활시설 문화시설,11.0,2.0,13.0,호텔,,,0.0,13277.0,0.0,13.0,11.0,2.0,호텔,,,13277.0,13277.0,13.0,13.0,0.0,,,,,,,
강남구,신사동,선샤인 관광호텔,1984,18,100.0,0.514778198081814,0.158,0.85,37.51778993,127.02795714,관광숙박업,선샤인 관광호텔,202471.536205,446478.944977,102417317,9070.19,"숙박시설,위락시설,근린생활시설",8.0,1.0,9.0,호텔,일반주거지역,기타,0.0,9070.0,0.0,9.0,8.0,1.0,호텔,일반주거지역,,9070.0,9070.0,9.0,9.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,논현동,그랜드머큐어 임피리얼팰리스서울,1989,13,69.2,0.2889128418379135,0.2863,0.85,37.51123509,127.03508651,관광숙박업,그랜드머큐어 임피리얼팰리스서울,203102.074986,445751.652028,1024122873,44814.5,"숙박시설,근린생활시설,위락시설,운동시설",19.0,4.0,23.0,호텔,일반주거지역,주택가주변,0.0,19601.0,0.0,23.0,19.0,4.0,호텔,일반주거지역,,19601.0,19601.0,23.0,23.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
강남구,논현동,엘리에나호텔,1992,26,96.2,0.7341662000044906,0.1465,0.85,37.50816269,127.03019882,관광숙박업,엘리에나호텔,202670.053377,445410.505682,1024117972,20322.59,"근린생활시설,숙박시설,위락시설,문화및집회시설",15.0,4.0,19.0,숙박시설,일반주거지역,기타,0.0,21262.0,0.0,19.0,15.0,4.0,숙박시설,일반주거지역,,21262.0,21262.0,19.0,19.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,역삼동,노보텔 앰배서더 강남,1993,15,100.0,0.4239596907443287,0.1451,0.85,37.50255272,127.02807773,관광숙박업,노보텔 앰배서더 강남,202482.701418,444787.812951,102419340,41813.29,숙박시설 업무시설 운동시설 위락시설 근린생활시설,16.0,6.0,22.0,숙박시설,일반주거지역,,334.0,41813.0,41813.0,22.0,16.0,6.0,숙박시설,일반주거지역,334.0,41813.0,41813.0,22.0,22.0,0.0,,주거지역,0.0,1.0,,,
강남구,청담동,라비타 호텔,1991,8,87.5,0.3900564827553193,0.148,0.7,37.51868782,127.05615596,관광숙박업,라비타 호텔,204964.378145,446579.714677,1024116449,2848.67,"숙박시설,위락시설,근생",7.0,1.0,8.0,호텔,일반주거지역,기타,0.0,2849.0,0.0,8.0,7.0,1.0,호텔,일반주거지역,,2849.0,2849.0,8.0,8.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,삼성동,웨스틴 서울 파르나스,2002,7,28.6,0.9051174312760298,0.2656,0.55,37.50977042,127.05802923,관광숙박업,웨스틴 서울 파르나스,205130.591679,445590.096838,102412509,109978.95,숙박시설 판매및영업시설,29.0,6.0,35.0,호텔,일반상업지역,기타,564.0,109979.0,5818.0,35.0,29.0,6.0,호텔,일반상업지역,564.0,109979.0,5818.0,35.0,35.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,삼성동,호텔 오크우드 프리미어,2002,7,28.6,0.9051174312760298,0.1322,0.55,37.50977042,127.05802923,관광숙박업,호텔 오크우드 프리미어,205130.591679,445590.096838,1024122357,107933.28,"업무시설, 근린생활시설",54.0,2.0,56.0,숙박시설,일반상업지역,기타,280.0,55869.0,55869.0,56.0,54.0,2.0,숙박시설,일반상업지역,280.0,55869.0,55869.0,56.0,56.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,논현동,파티오7,2018,12,75.0,0.650373364576659,0.1094,0.85,37.5150573,127.02846638,관광숙박업,파티오7,202516.646579,446175.671627,10241100272934,5335.19,관광숙박시설(호스텔),12.0,4.0,16.0,호텔,일반주거지역,주택가주변,106.0,5335.0,5335.0,16.0,12.0,4.0,호텔,일반주거지역,106.0,5335.0,5335.0,16.0,16.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
강남구,삼성동,GOYOO INN & CABINS,2023,8,50.0,1.3437347467010947,0.1022,0.85,37.50419718,127.05241454,관광숙박업,GOYOO INN & CABINS,204634.519393,444971.246948,1000000000000002480699,1997.29,"사무소,제2종근린생활시설(음식점)",10.0,2.0,12.0,호텔,일반상업지역,기타,5.0,559.0,198.0,12.0,10.0,2.0,호텔,일반상업지역,5.0,559.0,198.0,12.0,12.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,역삼동,와사비 하우스,2009,5,20.0,0.1889660995126232,0.1222,0.0,37.49195128,127.02980592,관광숙박업,와사비 하우스,202635.884711,443611.238049,10241100195347,1999.8,근린생활시설,10.0,1.0,11.0,호텔,일반상업지역,기타,7.0,171.0,2000.0,11.0,10.0,1.0,호텔,일반상업지역,7.0,171.0,2000.0,11.0,11.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
강남구,논현동,화이트린넨하우스 호스텔,1987,9,11.1,0.4329972114983659,0.1536,0.85,37.5149934,127.02450701,관광숙박업,화이트린넨하우스 호스텔,202166.609544,446168.480344,1024123643,1116.54,"호스텔,휴게 또는 일반음식점,단독주택",5.0,1.0,6.0,숙박시설,일반주거지역,기타,13.0,515.0,834.0,6.0,5.0,1.0,숙박시설,일반주거지역,13.0,515.0,834.0,6.0,6.0,0.0,단독,주거지역,0.0,1.0,0.0,0.0,0.0
강남구,논현동,에이든 청담호텔,2018,11,81.8,0.4767541918554661,0.1094,0.85,37.51726775,127.02969198,관광숙박업,에이든 청담호텔,202624.921453,446421.03681,10241100273474,9301.86,숙박시설(관광호텔),19.0,5.0,24.0,,,,0.0,0.0,0.0,24.0,19.0,5.0,숙박시설(관광호텔),,,,9301.86,24.0,24.0,0.0,,,,,,,
강남구,삼성동,호텔 크레센도 서울,2018,1,0.0,0.1421744887805426,0.1094,0.18,37.50806468,127.04611588,관광숙박업,호텔 크레센도 서울,204077.378499,445400.19858,10241100275474,4997.78,관광숙박시설(108실),13.0,4.0,17.0,호텔,일반주거지역,,106.0,4998.0,4998.0,17.0,13.0,4.0,호텔,일반주거지역,106.0,4998.0,4998.0,17.0,17.0,0.0,,주거지역,0.0,1.0,,,
강남구,논현동,아난티 앳 강남,2022,14,85.7,0.2358701058534324,0.1036,0.85,37.51484148,127.02879629,관광숙박업,아난티 앳 강남,202545.820551,446151.727131,10241100312283,16770.2,숙박시설(관광호텔),11.0,5.0,16.0,숙박시설,일반주거지역,주택가주변,112.0,16770.0,16770.0,16.0,11.0,5.0,숙박시설,일반주거지역,112.0,16770.0,16770.0,16.0,16.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
송파구,잠실동,호텔롯데 롯데호텔월드,1989,3,33.3,1.06333047452347,0.1509,0.18,37.50853565,127.09714783,관광숙박업,호텔롯데 롯데호텔월드,208589.363343,445455.904053,10251100190603,165707.58,위락시설외4,6.0,4.0,10.0,숙박시설,준주거지역,기타,477.0,95611.0,95611.0,10.0,6.0,4.0,숙박시설,준주거지역,477.0,95611.0,95611.0,10.0,10.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
송파구,문정동,메리제인호텔,2019,0,0.0,0.3737693772980324,0.1079,0.45,37.4828826,127.12275365,관광숙박업,메리제인호텔,210857.025716,442611.394351,10251100526662,996.15,관광숙박시설(소형호텔),8.0,2.0,10.0,호텔,일반주거지역,기타,29.0,996.0,0.0,10.0,8.0,2.0,호텔,일반주거지역,29.0,996.0,996.0,10.0,10.0,0.0,,주거지역,0.0,1.0,0.0,0.0,0.0
송파구,잠실동,호텔 더 캐슬(신천),2019,23,95.7,1.283153602200377,0.1079,1.0,37.50834852,127.08101899,관광숙박업,호텔 더 캐슬(신천),207163.343016,445433.784924,10251100528222,2983.46,숙박시설(관광숙박시설),16.0,2.0,18.0,호텔,상업지역,유흥업소밀집지역,68.0,2983.0,0.0,18.0,16.0,2.0,호텔,상업지역,68.0,2983.0,2983.0,18.0,18.0,0.0,,상업지역,1.0,0.0,0.0,0.0,1.0
송파구,가락동,부티크 호텔 XYM,2019,4,0.0,1.867477020686977,0.1079,0.25,37.49414553,127.12059352,관광숙박업,부티크 호텔 XYM,210664.369854,443861.184408,10251100530442,971.18,"숙박시설, 제1종근린생활시설",7.0,2.0,9.0,호텔,일반주거지역,주택가주변,29.0,971.0,971.0,9.0,7.0,2.0,호텔,일반주거지역,29.0,971.0,971.0,9.0,9.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
송파구,방이동,오로시에 관광호텔,2002,14,64.3,0.6007738604289301,0.1322,1.0,37.51300989,127.10837286,관광숙박업,오로시에 관광호텔,209581.256816,445953.572523,1025111481,2069.43,숙박시설(관광호텔),9.0,1.0,10.0,,,,45.0,67.0,2069.0,10.0,9.0,1.0,숙박시설(관광호텔),,45.0,67.0,2069.0,10.0,10.0,0.0,,,,,,,
송파구,방이동,호텔 더 캐슬(방이1),2019,11,54.5,1.0431824837287786,0.1079,1.0,37.5127031,127.10828696,관광숙박업,호텔 더 캐슬(방이1),209573.702037,445919.513434,10251100531282,2807.18,관광숙박시설,16.0,2.0,18.0,숙박시설,일반상업지역,유흥업소밀집지역,63.0,2807.0,0.0,18.0,16.0,2.0,숙박시설,일반상업지역,63.0,2807.0,2807.0,18.0,18.0,0.0,,상업지역,1.0,0.0,0.0,0.0,1.0
송파구,방이동,호텔베네 롯데타워점,2025,19,94.7,0.9014756460890144,0.1,1.0,37.51311401,127.10931237,관광숙박업,호텔베네 롯데타워점,209664.305906,445965.223882,1000000000000006882396,2896.12,관광호텔,15.0,3.0,18.0,숙박시설,상업지역,,0.0,2896.0,0.0,18.0,15.0,3.0,숙박시설,상업지역,,2896.0,2896.0,18.0,18.0,0.0,,상업지역,1.0,0.0,,,
송파구,잠실동,포레스타,2018,25,92.0,1.2284702759263235,0.1094,1.0,37.50822063,127.08059447,관광숙박업,포레스타,207125.820825,445419.55896,10251100519741,1993.73,숙박시설,13.0,1.0,14.0,호텔,일반상업지역,유흥업소밀집지역,53.0,1994.0,1994.0,14.0,13.0,1.0,호텔,일반상업지역,53.0,1994.0,1994.0,14.0,14.0,0.0,,상업지역,1.0,0.0,0.0,0.0,1.0
송파구,신천동,소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),2021,0,0.0,0.0363676441708748,0.105,1.0,37.51113193,127.10560863,관광숙박업,소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),209337.104502,445744.864426,10251100555722,132134.02,"숙박시설(관광호텔,가족호텔),업무시설,문화 및 집회시설,근린생활시설,판매시설",32.0,5.0,37.0,숙박시설,일반상업지역,,160.0,74201.0,97496.0,37.0,32.0,5.0,숙박시설,일반상업지역,160.0,74201.0,97496.0,37.0,37.0,0.0,,상업지역,1.0,0.0,,,
송파구,송파동,아이앤유스테이,1987,19,84.2,1.238241261160751,0.1536,1.0,37.50566174,127.1056928,관광숙박업,아이앤유스테이,209345.228484,445137.751124,1025113567,787.52,근린생활시설,5.0,1.0,6.0,근린생활시설,일반주거지역,,0.0,141.0,0.0,6.0,5.0,1.0,근린생활시설,일반주거지역,,141.0,141.0,6.0,6.0,0.0,,주거지역,0.0,1.0,,,
송파구,방이동,호텔 더 캐슬(방이2),2021,11,54.5,1.2379478827102277,0.105,1.0,37.51259727,127.10833202,관광숙박업,호텔 더 캐슬(방이2),209577.698775,445907.772552,10251100554402,1487.38,숙박시설,16.0,2.0,18.0,숙박시설,일반상업지역,,41.0,1487.0,0.0,18.0,16.0,2.0,숙박시설,일반상업지역,41.0,1487.0,1487.0,18.0,18.0,0.0,,상업지역,1.0,0.0,,,
송파구,삼전동,호텔인피니,2004,21,81.0,0.8888917576860407,0.1293,1.0,37.49945303,127.09529052,관광숙박업,호텔인피니,208426.169119,444447.682227,1025116398,1463.34,숙박시설,8.0,1.0,9.0,호텔,일반주거지역,주택가주변,40.0,1463.0,1463.0,9.0,8.0,1.0,호텔,일반주거지역,40.0,1463.0,1463.0,9.0,9.0,0.0,,주거지역,0.0,1.0,1.0,0.0,0.0
송파구,삼전동,24게스트하우스(서울 잠실점),1989,19,89.5,0.5162164724008671,0.1509,0.85,37.50055228,127.08861564,관광숙박업,24게스트하우스(서울 잠실점),207835.82042,444569.108631,102516345,1057.32,"근린생활시설, 주택",5.0,1.0,6.0,,,,6.0,168.0,0.0,6.0,5.0,1.0,"근린생활시설, 주택",,6.0,168.0,168.0,6.0,6.0,0.0,,,,,,,
송파구,방이동,주식회사 딜라이트 호텔,1998,15,73.3,0.9594629037393638,0.138,1.0,37.51263713,127.10853018,관광숙박업,주식회사 딜라이트 호텔,209595.213143,445912.216885,1025112124,2348.58,관광숙박시설 및 근린생활시설,10.0,1.0,11.0,,,,71.0,2349.0,2349.0,11.0,10.0,1.0,관광숙박시설 및 근린생활시설,,71.0,2349.0,2349.0,11.0,11.0,0.0,,,,,,,
송파구,방이동,HOTEL RAUM(라움),2000,20,95.0,0.8954876042443918,0.1351,0.85,37.51299912,127.11306397,관광숙박업,HOTEL RAUM(라움),209996.0,445952.865,102514786,3180.9,관광숙박시설(관광호텔) 및 근린생활시설,9.0,1.0,10.0,호텔,일반상업지역,,51.0,3181.0,0.0,10.0,9.0,1.0,호텔,일반상업지역,51.0,3181.0,3181.0,10.0,10.0,0.0,,상업지역,1.0,0.0,,,
송파구,석촌동,CORNER HOTEL,1982,2,0.0,0.0,0.1608,1.0,37.49888583,127.10896725,관광숙박업,CORNER HOTEL,209635.621975,444386.042979,1025111051,2165.58,관광숙박시설 및 근린생활시설,4.0,1.0,5.0,,,,39.0,2166.0,2166.0,5.0,4.0,1.0,관광숙박시설 및 근린생활시설,,39.0,2166.0,2166.0,5.0,5.0,0.0,,,,,,,
송파구,신천동,시그니엘 서울(SIGNIEL SEOUL),2017,0,0.0,0.0183491386681965,0.1108,0.04,37.51035018,127.10264186,관광숙박업,시그니엘 서울(SIGNIEL SEOUL),209074.90084,445657.80933,10251100497085,420309.54,"판매시설,문화및집회시설,업무시설,숙박시설,관광휴게시설",123.0,6.0,129.0,,,,235.0,67097.0,67097.0,129.0,123.0,6.0,"판매시설,문화및집회시설,업무시설,숙박시설,관광휴게시설",,235.0,67097.0,67097.0,129.0,129.0,0.0,,,,,,,
송파구,문정동,호텔 파크하비오,2016,1,0.0,0.0666913744986722,0.1122,0.12,37.47785335,127.12287399,관광숙박업,호텔 파크하비오,210868.397497,442053.227933,10251100487102,76410.53,업무시설(오피스텔),18.0,0.0,18.0,,,,472.0,22234.0,22234.0,18.0,18.0,0.0,업무시설(오피스텔),,472.0,22234.0,22234.0,18.0,18.0,0.0,,,,,,,
송파구,잠실동,잠실스테이,1991,27,96.3,0.2021241840901343,0.148,0.85,37.50218253,127.08724591,외국인관광도시민박업,잠실스테이,207714.534208,444749.931405,102515456,3814.44,숙박시설(관광호텔),7.0,2.0,9.0,,,,,,,9.0,7.0,2.0,숙박시설(관광호텔),,,,3814.44,9.0,9.0,0.0,,,,,,,
송파구,가락동,가락관광호텔,1989,2,50.0,2.607688781388509,0.1509,0.25,37.49113403,127.11792898,관광숙박업,가락관광호텔,210429.157119,443526.648866,1025125335,4838.25,숙박시설,8.0,3.0,11.0,호텔,일반상업지역,기타,71.0,4838.0,4838.0,11.0,8.0,3.0,호텔,일반상업지역,71.0,4838.0,4838.0,11.0,11.0,0.0,,상업지역,1.0,0.0,0.0,0.0,0.0
송파구,석촌동,레이크호텔,2002,26,100.0,0.8649974374866045,0.1322,1.0,37.50411392,127.10010834,관광숙박업,레이크호텔,208851.639894,444965.423277,1025113810,9977.74,숙박시설(관광호텔),10.0,4.0,14.0,호텔,,,94.0,9656.0,9656.0,14.0,10.0,4.0,호텔,,94.0,9656.0,9656.0,14.0,14.0,0.0,,,,,,,
송파구,가락동,캘리포니아호텔,2003,1,100.0,2.438465210352417,0.1308,0.25,37.49134308,127.11831519,관광숙박업,캘리포니아호텔,210463.282486,443549.893536,102516726,10601.31,관광숙박시설(관광호텔)외2,12.0,3.0,15.0,호텔,,,131.0,10601.0,10601.0,15.0,12.0,3.0,호텔,,131.0,10601.0,10601.0,15.0,15.0,0.0,,,,,,,
