구,동,숙소명,경도,위도,fire_count_150m,x_5181,y_5181,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,최근접_소화용수_거리등급,총층수,연면적,최종_화재위험점수,cluster_k2,lisa_I,lisa_p,lisa_q,lisa_significant,lisa_type
종로구,창신동,동해,127.01083467,37.56823753,3,200957.1879890586,452077.7037767704,1939,0.1022,2,50.0,2.7718317772335386,0.9413,0.25,0,1,5.183916106238061,39.8925830092472,0,0.2635261485611227,0.091,3,False,Not significant
종로구,낙원동,시네마모텔,126.98840146,37.57043679,10,198975.3581089648,452321.8040565719,2004,0.1632,4,100.0,0.608047850041941,0.1293,0.08,0,8,7.594200048482407,16.676291645995168,0,1.0826968780488961,0.007,1,True,High-High
종로구,창신동,더 베이지,127.01140419,37.56996845,6,201007.4788701867,452269.8216665582,1967,0.1581,5,60.0,1.0506692232363295,0.4606,0.18,1,3,5.537373636322296,29.709211780585715,0,0.00849923680522353,0.405,1,False,Not significant
종로구,창신동,NOOK INN 누크인,127.01047802,37.56817138,3,200925.68059401904,452070.3583262776,1971,0.1065,0,0.0,2.572002096420972,0.4535,0.25,1,1,5.712279604910147,29.217756880080724,0,0.2253373421860194,0.123,3,False,Not significant
종로구,교북동,독립문호텔,126.95930364,37.56995527,0,196404.7660691731,452269.0762214982,1968,0.4947,14,85.7,0.0,0.4588,0.08,0,5,6.537806917419835,26.68288936382324,0,1.1764100641455544,0.001,3,True,Low-Low
종로구,숭인동,호스텔 바닐라 2,127.0155335,37.57215126,14,201372.2339184188,452512.1404921489,1970,0.2894,12,66.7,0.4609420785681608,0.4553,0.18,1,1,5.404837209925709,30.387483637504108,0,2.5598134066581504,0.005,1,True,High-High
종로구,숭인동,만남모텔,127.02143722,37.57340694,9,201893.7384741035,452651.6090192335,1971,0.2112,34,61.8,1.0903306678363878,0.4535,0.85,0,1,4.975146276165952,34.649282221657685,1,0.639471758091741,0.025,1,True,High-High
종로구,창신동,글로벌인 동대문 시티데이즈 인,127.01091961,37.56878727,2,200964.68491614136,452138.7193688602,1981,0.1175,4,75.0,2.1809508251883485,0.1623,0.25,0,2,7.955239171946863,21.58529917199954,0,0.389936493684363,0.083,3,False,Not significant
종로구,권농동,순라스테이,126.99034947,37.57393044,17,199147.48964928425,452709.5392129514,1970,0.1556,85,64.7,1.6652064719849948,0.178,1.0,2,1,5.965710746656891,45.264513262296745,1,5.5380041169549425,0.001,1,True,High-High
종로구,숭인동,스테이 42 동묘,127.01848851,37.57221599,5,201633.2789518563,452519.3720301222,1952,0.3014,38,50.0,0.4425688583115415,0.9119,0.85,1,1,4.876341706312883,51.68177176773936,1,-0.02847375709719718,0.318,2,False,Not significant
종로구,낙원동,알게호(Rgeho),126.98844271,37.57028623,10,198979.00017429315,452305.0931996333,1989,0.1632,7,71.4,0.9078340218559316,0.4218,0.08,1,5,5.918006363795757,28.164083337298123,0,1.0826968780488961,0.007,1,True,High-High
종로구,창신동,디디엠 스테이,127.01147382,37.56858682,2,201013.64890763868,452116.4775915448,1964,0.1043,4,100.0,2.0076125872795854,0.4658,0.55,0,2,4.839214111770589,32.9646893698692,1,0.46897113481588154,0.047,3,True,Low-Low
종로구,명륜3가,브릭스,126.99727555,37.58068099,1,199759.34874525867,453458.7322964207,1967,0.192,4,0.0,0.2749430466743512,0.1823,0.18,2,1,5.76472077276128,22.69781766283155,0,0.8332060112879924,0.003,3,True,Low-Low
종로구,낙원동,어반 골드 호텔,126.98959401,37.56821148,10,199080.6833886121,452074.80825089896,1978,0.1867,11,63.6,0.4584236818147761,0.4412,0.18,1,4,6.610830625163423,29.35915226587672,0,0.7027896323713344,0.045,1,True,High-High
종로구,숭인동,동성,127.01662208,37.57028181,7,201468.436096836,452304.6697199164,1968,0.2365,20,45.0,1.2951507468453505,0.4588,0.08,1,1,4.990840666768076,29.02040182760652,0,0.2694720179851126,0.023,1,True,High-High
종로구,낙원동,아마레,126.9890014,37.56858852,7,199028.33418855903,452116.66125180223,2011,0.1867,24,66.7,0.715269097647216,0.1194,0.85,1,10,7.996384569596845,32.5972379800464,1,0.19021197341764726,0.059,1,False,Not significant
종로구,창신동,대진,127.01019451,37.56943843,4,200900.6186492404,452210.9833394264,1956,0.1531,1,100.0,2.031392628139992,0.48,0.25,2,1,4.953429820325477,41.7163345013354,0,0.10424105382540291,0.221,3,False,Not significant
종로구,평창동,킴스관광호텔,126.97433044,37.60669991,1,197733.3915099701,456346.8474161145,1990,0.5451,0,0.0,0.0,0.1494,1.0,2,6,8.061922103372462,38.33190748360529,0,0.9339920839883745,0.001,3,True,Low-Low
종로구,낙원동,심플스테이 (SimpleStay),126.9889167,37.56950223,14,199020.86337024227,452218.0732854735,2005,0.1632,20,80.0,1.7339816685612437,0.1279,0.85,1,7,6.847814173515171,34.939835013600444,1,2.681135098454713,0.004,1,True,High-High
종로구,숭인동,캐슬장,127.01883327,37.57097192,5,201663.76279917112,452381.3007556401,1969,0.3257,5,60.0,1.1429744013218095,0.1794,0.18,2,1,5.546036450428288,30.429721378744425,0,-0.03766065471381567,0.239,2,False,Not significant
종로구,관수동,풀리 미니호텔,126.99052865,37.56718956,10,199163.24267658129,451961.3783416003,1965,0.2139,13,53.8,0.7630703928512952,0.4641,0.85,1,1,5.945499139554353,39.3254073583016,1,1.2409915637478799,0.006,1,True,High-High
종로구,낙원동,호텔 라와,126.98841202,37.56947719,10,198976.2778700393,452215.2995155935,1989,0.1787,24,75.0,1.585468722321104,0.1509,0.08,0,1,6.976590804757568,18.422125982049632,0,1.3043094380274736,0.005,1,True,High-High
종로구,낙원동,주)종로크라운,126.98736767,37.57120649,6,198884.0421896036,452407.2435813461,1988,0.1947,10,70.0,0.9922766388520772,0.1523,0.55,0,1,8.36328648182582,23.75165517409651,0,0.0775819747193346,0.016,1,True,High-High
종로구,운니동,아늑 호텔 앤 스파 종로운니점,126.9890874,37.57379044,18,199035.9988651421,452694.0130324831,1996,0.1632,42,69.0,2.792677786736564,0.1408,0.85,1,5,7.481431750565894,38.44810885653968,1,5.03893700334376,0.001,1,True,High-High
종로구,연지동,누베르 호텔 앤 스파 서울종로점,126.99862302,37.56998556,15,199878.3536634345,452271.6604342568,2000,0.2481,7,71.4,0.0264565695368304,0.1351,0.7,1,1,6.833764223070368,28.642601552621528,0,3.6127992184978015,0.001,1,True,High-High
종로구,관수동,브레드 힐 호텔(Bread Hill Hotel),126.99052686,37.56708795,11,199163.0834001428,451950.10083616007,1966,0.2167,17,47.1,0.8969068650531066,0.4623,0.85,0,1,6.073942748096928,33.43025778856056,1,1.4862919757223179,0.006,1,True,High-High
종로구,숭인동,메종호텔,127.02185517,37.57469579,11,201930.62640681124,452794.6649681688,1958,0.1531,12,58.3,2.3175244888207174,0.8984,0.08,0,1,4.9624949187683205,36.76349610246915,0,1.4473825613929,0.006,1,True,High-High
종로구,숭인동,삼오여관,127.01783381,37.57050629,13,201575.4786263769,452329.6040137545,1967,0.2804,6,66.7,2.1309281163566203,0.4606,0.18,1,1,4.939855112035208,33.878160891871566,0,0.7049514562342784,0.155,1,False,Not significant
종로구,숭인동,가야,127.02163594,37.57401858,12,201911.27753084523,452719.498004782,1960,0.1814,26,76.9,2.004817972711392,0.8939,0.85,1,1,4.988526008508154,54.95332757125144,1,1.5324518672413578,0.008,1,True,High-High
종로구,숭인동,메트로 21(Metro 21),127.0193705,37.57022964,15,201711.23958558805,452298.9259571412,1960,0.3014,48,68.8,1.7464169632964817,0.4729,0.55,0,1,5.361479941505677,35.014155393658555,1,0.8284349718937857,0.169,1,False,Not significant
종로구,효제동,어바웃스테이 동대문,127.00331084,37.56951008,6,200292.49089840284,452218.891954542,1966,0.378,11,9.1,1.7120527266173124,0.4623,0.25,1,1,5.564137192142683,31.677183578521845,0,-0.023385103770520037,0.227,4,False,Not significant
종로구,낙원동,호텔 야자(종로점),126.9881809,37.5703237,12,198955.8717488573,452309.254810435,2001,0.1735,5,80.0,0.6376901050006152,0.1337,0.08,0,7,7.601312375515049,15.62329248379363,0,1.4862919757223183,0.01,1,True,High-High
종로구,효제동,구월호텔,127.00255347,37.56884387,0,200225.5842585208,452144.9483246764,1966,0.3997,23,26.1,0.0923733201310151,0.4623,0.25,1,1,5.346154695962197,29.60334511298605,0,0.9721808903634778,0.006,3,True,Low-Low
종로구,종로6가,디하이브,127.00683718,37.56884393,4,200604.0251815243,452144.9738929283,1961,0.2308,4,50.0,0.5182057310636133,0.4712,0.25,1,1,4.721173861744398,29.239361068706103,0,0.08055320182954201,0.276,3,False,Not significant
종로구,충신동,스위스장,127.00329189,37.57279777,4,200290.80400755,452583.78727442585,1990,0.3318,9,77.8,0.2979596552100212,0.1494,1.0,2,1,6.961210734214355,41.51239210699492,1,0.11608497982333336,0.176,3,False,Not significant
종로구,숭인동,호스텔 서울,127.02156823,37.57569436,11,201905.25346442964,452905.4888530936,1966,0.113,24,66.7,0.4211490300107186,0.4623,0.85,0,1,5.257339109819479,32.16731042179812,1,1.369563732734064,0.007,1,True,High-High
종로구,낙원동,헤르츠,126.9881421,37.56998988,12,198952.4393864342,452272.20510818734,2015,0.1787,6,50.0,1.3856362498753414,0.1136,0.08,0,13,7.306189058468497,14.798933360807162,0,1.5786117587603967,0.008,1,True,High-High
종로구,관철동,MG HOTEL(엠지호텔),126.98404198,37.56620274,9,198590.15174355905,451851.9304086446,2018,0.3997,7,42.9,2.25421150870983,0.1094,0.12,1,13,7.050842122524809,25.38890567333964,0,0.49302099839068747,0.05,1,False,Not significant
종로구,창신동,창신기지,127.0114066,37.56848774,1,201007.71172504348,452105.48014498246,1932,0.1001,4,100.0,2.490339805320372,0.9571,0.55,1,1,3.4258899942525267,52.220667249123856,1,0.5644431507536398,0.063,3,False,Not significant
종로구,낙원동,호텔 트래디업 A동,126.98778447,37.57053501,10,198920.8532000572,452332.71224051743,1982,0.184,7,100.0,0.9555114450274363,0.1608,0.08,0,1,7.013969430189443,18.243296763068408,0,1.1460147523284896,0.006,1,True,High-High
종로구,관철동,아이비레지던스,126.98423004,37.56689213,7,198606.7791798291,451928.44182239054,1968,0.3935,3,0.0,0.5273549257172012,0.1808,0.55,1,1,6.495477013940726,25.32285375937057,0,0.13076693999204822,0.155,1,False,Not significant
종로구,창신동,이지스테이,127.00936343,37.56959298,4,200827.196427551,452228.1289479713,1934,0.1761,1,100.0,0.5488349497329749,0.9526,0.25,0,1,4.224934131925703,38.524891894775735,1,-0.0734178361435538,0.298,2,False,Not significant
종로구,효제동,제이오 호스텔 동대문,127.0034356,37.56986057,7,200303.5112001208,452257.79265690304,1966,0.3811,15,80.0,2.7112708158022523,0.4623,0.18,0,5,5.416500322225748,32.25531349038499,0,-0.09710568813941468,0.197,4,False,Not significant
종로구,종로5가,라임모텔,127.00046014,37.56856888,11,200040.6508485761,452114.4246781032,1963,0.3441,19,68.4,1.5164277172152172,0.4676,0.55,1,1,5.219274159207584,39.41404467594973,1,0.7081036891339583,0.068,1,False,Not significant
종로구,낙원동,호텔팝 리즈 프리미어,126.98941797,37.56830703,9,199065.132338692,452085.4149219221,2002,0.1867,17,64.7,0.4895482253187058,0.1322,0.18,1,10,7.273661483423721,22.07666442797453,0,0.49302099839068736,0.053,1,False,Not significant
종로구,수송동,신라스테이 광화문,126.98030475,37.56990125,5,198260.0635281629,452262.4844535804,2015,0.4643,2,50.0,0.589606501619105,0.1136,0.08,1,23,9.77542688246861,23.949825240879733,0,-0.08359514279690808,0.062,2,False,Not significant
종로구,돈의동,티(T),126.98983913,37.56838036,12,199102.3405282002,452093.5495893415,2001,0.1735,12,83.3,0.5984018129705793,0.1337,0.18,1,7,6.870883804206232,22.98290612616228,0,1.3478123011652006,0.017,1,True,High-High
종로구,숭인동,덕흥,127.02147167,37.57367008,12,201896.77507218547,452680.81520809984,1969,0.2002,31,61.3,1.3733240106772633,0.457,1.0,0,2,4.413040688203051,36.86449384186568,1,1.347812301165201,0.014,1,True,High-High
종로구,관훈동,호텔 작(鵲) 인사동 by 아늑(HOTEL JAK(鵲) INSADONG by AANK),126.98386221,37.57219408,10,198574.38374266977,452516.90201189776,1969,0.2774,5,20.0,0.5851841910845372,0.1794,0.12,1,1,5.566663702693075,18.872572133006702,0,0.9560611294897089,0.012,1,True,High-High
종로구,와룡동,호텔 월하여관,126.9901406,37.57367058,17,199129.03542517865,452680.6996757204,2000,0.1506,97,60.8,0.0727593542824283,0.1351,1.0,0,1,6.614470876075316,28.907619435319248,1,5.5380041169549425,0.001,1,True,High-High
종로구,돈의동,Z 호텔,126.98983792,37.56858936,12,199102.236139514,452116.74616136,1968,0.1683,17,82.4,0.527632742082372,0.4588,0.45,0,3,5.114154114874711,28.12029344171127,1,1.39397219268424,0.012,1,True,High-High
종로구,돈의동,HOTEL THE MAY,126.98879056,37.56923344,14,199009.71617253908,452188.2420502248,2020,0.1735,21,71.4,0.9408455369813622,0.1065,0.45,0,1,7.59754683572872,20.82681595064149,0,2.8024567902512763,0.003,1,True,High-High
종로구,연지동,호텔어라이브 서울플,126.99845075,37.56991234,15,199863.1347068116,452263.53410388506,2002,0.2423,10,90.0,0.2769002968484925,0.1322,0.7,1,1,7.403682470206161,30.91813227026764,1,3.0015973107066762,0.004,1,True,High-High
종로구,관수동,호텔더디자이너스 종로,126.98823714,37.56661096,6,198960.788547856,451897.1833844004,2013,0.2804,13,92.3,0.6648267037724896,0.1165,0.55,1,1,7.247877987373353,29.98741117936716,1,0.013813293567847457,0.332,1,False,Not significant
종로구,필운동,수모텔,126.96754121,37.57395332,2,197132.650089657,452712.5301127302,1968,0.5334,6,50.0,1.012227674469289,0.4588,0.55,1,1,6.545033518412805,39.2627977688301,0,0.7060750582104373,0.003,3,True,Low-Low
종로구,낙원동,호텔 스타,126.98928849,37.56878558,10,199053.6995040165,452138.52968264086,2012,0.1735,22,72.7,0.4781936832157799,0.1179,0.45,1,6,6.993758648102494,25.82203392696778,0,0.7027896323713344,0.042,1,True,High-High
종로구,수송동,주)신영SPS지점,126.98043746,37.57234671,13,198271.84402642163,452533.8996447481,2005,0.3687,29,48.3,0.7395926777701232,0.1279,0.55,0,1,10.84342019886918,25.57812927017753,1,0.7049514562342784,0.155,1,False,Not significant
종로구,종로5가,트래블몬스터,127.00223647,37.56870307,1,200197.57951976187,452129.3204537076,1983,0.4089,13,61.5,0.3944396380964566,0.1594,0.25,1,1,6.455748726438056,25.14146257420933,0,0.8332060112879923,0.003,3,True,Low-Low
종로구,창신동,엘로호스텔,127.01029436,37.56817166,4,200909.4551493248,452070.3876097189,1971,0.1108,0,0.0,2.3398948736369443,0.1766,0.25,2,1,6.551937110763387,27.886553763643384,0,0.1516167578171247,0.115,3,False,Not significant
종로구,익선동,OK.Vill,126.9886866,37.57196106,15,199000.5684056817,452490.9772417699,2011,0.1506,23,73.9,2.062112156714378,0.1194,0.7,1,1,5.704348980827941,32.10221161569458,1,4.224001126288926,0.001,1,True,High-High
종로구,창신동,한도,127.01560069,37.56828544,3,201378.2407354651,452083.0804503707,1967,0.1506,1,100.0,2.158832146297985,0.4606,0.25,0,1,4.760719886729057,29.3479270514569,0,0.015298907122951158,0.491,3,False,Not significant
종로구,낙원동,에비뉴162,126.98905206,37.56847519,8,199032.8082555176,452104.0824219166,1968,0.1894,21,76.2,0.7049197167852125,0.1808,0.08,0,1,6.210158212348561,16.65695624371452,0,0.2950962904079708,0.069,1,False,Not significant
종로구,낙원동,구월호텔 익선점,126.98930082,37.56834527,9,199054.78322482307,452089.6602873503,2012,0.1867,16,75.0,0.5804498748382647,0.1179,0.18,1,6,6.012369507787878,21.684687383682583,0,0.49302099839068736,0.051,1,False,Not significant
종로구,숭인동,브라운,127.01564207,37.56977342,8,201381.8689557252,452248.2294859065,1969,0.192,2,0.0,2.0945332720334227,0.457,0.18,2,4,6.545407129947377,34.90193097978367,0,0.27793830764741645,0.09,1,False,Not significant
종로구,숭인동,영진,127.02142486,37.57332819,10,201892.64859935685,452642.86843203113,1968,0.2167,35,68.6,0.8306654603380617,0.4588,0.85,0,1,5.141722034324962,34.86138426156033,1,0.7977664437907249,0.028,1,True,High-High
종로구,종로5가,벤허모텔2,126.99955899,37.56906562,15,199961.03944087427,452169.5570147205,1993,0.3014,13,84.6,1.6963396342890185,0.1451,0.25,1,1,7.020333682898436,28.605618355031247,0,3.476976572321995,0.001,1,True,High-High
종로구,관수동,온도 호텔 앤 스파 서울종로점,126.98938878,37.56648067,10,199062.53066448643,451882.7106082718,2004,0.2539,15,86.7,0.934620831808046,0.1293,0.08,1,10,7.938274291406131,24.38133877718492,0,1.082696878048896,0.008,1,True,High-High
종로구,종로5가,엘케이 호스텔,127.00278843,37.56787315,2,200246.34480812587,452037.2103280508,1955,0.378,26,11.5,0.0911147885742221,0.4817,0.08,2,2,5.441334873382962,32.667165975168224,0,0.785109699341956,0.001,3,True,Low-Low
종로구,낙원동,더스퀘어 호스텔,126.98879268,37.56946611,15,199009.9065411061,452214.06568587513,1999,0.1683,20,75.0,1.7367658930976486,0.1365,0.85,0,8,6.591275847650555,28.731323346155563,1,2.9336859876187726,0.005,1,True,High-High
종로구,익선동,세피앙,126.98968132,37.57202862,28,199088.4433074981,452498.4655027068,1995,0.122,28,42.9,2.0139547037334053,0.1422,1.0,0,1,5.875295832733553,28.61647806275408,1,15.60031745073707,0.001,1,True,High-High
종로구,관수동,종로아이엠티호텔,126.98947377,37.56632573,10,199070.0373489318,451865.513238445,2013,0.2452,13,53.8,0.5284700877456995,0.1165,0.12,1,11,7.159789448187392,20.61551218875224,0,1.082696878048896,0.008,1,True,High-High
종로구,명륜4가,소풍모텔,126.99971491,37.58042554,3,199974.8178529197,453430.3768189088,1960,0.1108,3,0.0,0.2513144282809061,0.4729,1.0,1,1,4.784236450061373,34.18971660191558,0,0.33990376131132927,0.049,3,True,Low-Low
종로구,낙원동,호텔 노바,126.98867965,37.56946091,12,198999.92100992968,452213.4897433916,2000,0.1709,18,72.2,1.7413891098391054,0.1351,0.85,0,8,6.677675225666628,28.5090713557567,1,1.8094112163555927,0.006,1,True,High-High
종로구,관수동,주)호텔리안,126.9901754,37.5663946,13,199132.0251744017,451873.15029011527,2014,0.2337,23,87.0,0.5737266793338204,0.115,0.08,0,11,7.911067387795923,17.259504123749306,0,2.0402106739507886,0.006,1,True,High-High
종로구,구기동,자하문호텔,126.95521654,37.60607579,1,196045.611200212,456278.2101484648,1984,0.2167,4,100.0,0.0,0.158,1.0,2,1,7.302604234627112,41.19247364023334,1,0.9003967264215805,0.001,3,True,Low-Low
종로구,봉익동,쁘띠호텔 통통,126.99107424,37.57075446,23,199211.4810351305,452357.0359448493,1988,0.0799,19,78.9,0.5920510636885765,0.1523,1.0,1,1,6.367689635491389,33.38854405232454,1,12.994288304409853,0.001,1,True,High-High
종로구,숭인동,와이키키,127.02144454,37.57136659,8,201894.4367959929,452425.15397941135,2023,0.3135,1,100.0,0.679654500515471,0.1022,0.25,1,8,7.598955565573338,26.18880886245932,0,0.22646435936575324,0.151,1,False,Not significant
종로구,명륜2가,팰리스 모텔,126.99944291,37.58120935,4,199950.7924681715,453517.370869471,1985,0.1361,34,32.4,0.0,0.1565,1.0,1,1,6.619606430940912,30.330446301649083,1,0.23452423980263779,0.03,3,True,Low-Low
종로구,숭인동,올리브,127.01932173,37.57106161,5,201706.9121319881,452391.2640638664,2005,0.341,0,0.0,0.8449386732121789,0.1279,0.25,2,9,7.057906543226806,26.21421675930732,0,-0.04225410352212491,0.215,2,False,Not significant
종로구,묘동,온유스테이 익선(ONU STAY Ik seon),126.99014798,37.57115977,20,199129.65814494024,452402.0288186866,1963,0.1022,36,44.4,0.7221347174331976,0.188,1.0,0,3,6.210861087135257,27.19418036288741,1,13.249496221955221,0.001,1,True,High-High
종로구,종로5가,대동장(大同莊),127.00191308,37.56872917,2,200169.00977691068,452132.2166183785,1971,0.3997,18,72.2,0.9228481324203142,0.4535,0.25,1,3,5.920451779861563,34.79569166010813,0,0.6797301778332645,0.003,3,True,Low-Low
종로구,낙원동,알리앙스,126.98938706,37.56853459,11,199062.4044523161,452110.67173342855,2003,0.1787,21,71.4,0.508718141426426,0.1308,0.45,1,1,6.783313875511519,25.94791354114458,0,0.7081036891339583,0.066,1,False,Not significant
종로구,낙원동,헬로인 호텔,126.98884866,37.56901581,14,199014.846077365,452164.0870471703,1981,0.1787,21,71.4,0.7691330875378674,0.1623,0.85,1,1,6.958800042488447,33.134896637461225,1,2.074526639471897,0.008,1,True,High-High
종로구,관철동,우미관호텔,126.98589738,37.56707898,2,198754.08595125368,451949.15657407104,1958,0.3287,0,0.0,0.9808292530117262,0.8984,0.55,0,7,7.479909276872806,39.39224431213833,0,0.46897113481588154,0.049,3,True,Low-Low
종로구,숭인동,Gaga House 동대문,127.01899373,37.57095095,5,201677.9385764709,452378.9761825874,1984,0.3287,2,50.0,1.0391467886248311,0.158,0.18,2,6,6.441393011922666,29.48775073298404,0,-0.03766065471381567,0.239,2,False,Not significant
종로구,인사동,파이프 호스텔,126.98384189,37.56812071,10,198572.5109300373,452064.80566532817,1976,0.3749,10,10.0,0.0870113769896297,0.1694,0.25,2,6,6.045360701115509,26.3193745224958,0,0.1962466381345859,0.3,1,False,Not significant
종로구,창신동,동명,127.01007825,37.56827627,5,200890.3616679212,452081.9960286266,1966,0.1198,1,0.0,2.1107266791768704,0.1837,0.08,2,4,7.101346428034322,25.70971783037399,0,0.031241077410822944,0.285,3,False,Not significant
종로구,관철동,스카이호텔,126.98736093,37.56647897,5,198883.3761969843,451882.5440900472,1983,0.3074,0,0.0,1.4663370687934272,0.4324,0.04,1,6,6.873774413816396,26.32098530919491,0,0.026647628602513712,0.29,3,False,Not significant
종로구,숭인동,하나장,127.02144796,37.57127618,7,201894.7412133466,452415.1195886975,1988,0.3196,1,100.0,0.6347751743380381,0.1523,0.25,1,3,6.149322631723562,26.44145766243957,0,0.1406744455629814,0.121,1,False,Not significant
종로구,창신동,리베라,127.01335342,37.57020735,7,201179.67567474407,452296.3594697516,1968,0.1709,40,72.5,0.6268314556263892,0.1808,1.0,1,1,5.466793516519938,35.216695197338495,1,0.07132190656644921,0.271,1,False,Not significant
종로구,낙원동,호텔 컬리넌,126.98860395,37.56924962,11,198993.2305653649,452190.0398245029,2013,0.1787,22,59.1,1.0674293612314218,0.1165,0.85,0,10,7.534751973219782,26.3444391577462,1,1.603020218710572,0.005,1,True,High-High
종로구,익선동,종로원,126.98879807,37.57234237,17,199010.4207683159,452533.2970475639,2012,0.1531,25,60.0,2.0339929446491425,0.1179,1.0,0,1,6.92874347772048,30.160223340217247,1,5.04353045215207,0.001,1,True,High-High
종로구,낙원동,종로 KS Stay,126.98794883,37.57031895,12,198935.37004878887,452308.7302196714,1987,0.1787,5,80.0,0.6362983163277928,0.1536,0.08,0,6,6.9057131953479125,15.732090318706298,0,1.6709315417984754,0.006,1,True,High-High
종로구,관훈동,준오 호텔,126.98345246,37.57226294,10,198538.1876745798,452524.5509686444,1983,0.2834,9,66.7,0.654394194262712,0.1594,0.12,1,1,6.586433689486119,22.709067521437927,0,0.766107506650928,0.035,1,True,High-High
종로구,종로6가,HAH (JUST4U 2.0),127.00725386,37.56879123,6,200640.836893369,452139.1275676743,1982,0.2139,4,50.0,0.7646061445420903,0.1608,0.25,2,1,5.5331918407379455,27.89735663958204,0,-0.015414018626584147,0.302,4,False,Not significant
종로구,창신동,토이 게스트하우스,127.01248595,37.56855581,2,201103.06548554383,452113.04724252527,1983,0.098,7,42.9,0.8732467386616793,0.8419,0.7,0,1,4.05871738457895,37.87472261717051,1,0.36359161330719014,0.103,3,False,Not significant
종로구,낙원동,호텔 라붐,126.98873733,37.56877967,11,199005.0075992184,452137.8794346002,1996,0.1894,31,71.0,0.6931471805599453,0.1408,0.85,2,1,6.89994485689016,38.88596750197113,1,0.8248319321222122,0.048,1,True,High-High
종로구,관훈동,H.H 모텔,126.98376245,37.57208885,11,198565.5689019235,452505.2242210871,1967,0.2834,6,33.3,0.4751075411639114,0.1823,0.12,2,5,5.671190410055542,25.864284625147103,0,1.1361072467575561,0.018,1,True,High-High
종로구,낙원동,미정,126.9892256,37.56798466,7,199048.13334108185,452049.6375479568,1972,0.2029,11,81.8,0.32892503098583,0.1752,0.25,1,1,5.419073755183819,23.557590035545783,0,0.16048945670484774,0.09,1,False,Not significant
종로구,원남동,창경호텔,126.99563741,37.57304418,0,199614.6121299605,452611.1397813078,1982,0.1556,0,0.0,0.0,0.1608,1.0,2,1,6.817152004299218,33.02668013545342,0,0.48203087328649463,0.129,3,False,Not significant
종로구,원남동,메이플레이스 호텔 서울 동대문,126.99794846,37.57336561,8,199818.7693015716,452646.8078197685,2014,0.2365,17,70.6,1.2008429113170085,0.115,0.18,0,15,8.505929999137527,19.254067184154625,0,0.3637282214501883,0.048,1,True,High-High
종로구,창신동,호텔큐비,127.01266359,37.56907425,5,201118.75125517475,452170.5901344317,1983,0.1198,13,76.9,0.3784696037661527,0.1594,0.7,1,1,6.690767740479264,29.151214949153587,1,-0.005506513055650982,0.436,2,False,Not significant
종로구,관철동,부티크호텔케이(BHK 01),126.9874728,37.56652738,5,198893.26029112484,451887.9157098381,2008,0.3044,0,0.0,1.4853852637641214,0.1237,0.04,1,9,7.400993140825748,18.498616156683703,0,0.026647628602513712,0.291,3,False,Not significant
종로구,창신동,호텔가온골든파크,127.01380588,37.56815462,5,201219.68063397883,452068.5361487845,1989,0.1022,5,40.0,2.2153535729105163,0.1509,0.25,1,1,7.426179956663425,24.40481674971465,0,0.04042797502744142,0.225,3,False,Not significant
종로구,돈의동,비욘드 레지던스 종로(Beyond Residence Jongno),126.98925226,37.56934241,12,199050.505859654,452200.3316846388,1988,0.1581,17,76.5,1.0284080299948613,0.1523,0.45,1,1,6.088704681533036,27.2425619045637,0,2.2710101315459847,0.001,1,True,High-High
종로구,숭인동,선라이즈(Sunrise),127.02121263,37.57299352,9,201873.9088196676,452605.7196847294,1968,0.2337,36,77.8,0.1275859182154312,0.4588,0.85,0,1,5.339987001719429,34.18816979159891,1,0.639471758091741,0.026,1,True,High-High
종로구,명륜4가,혜화여관,126.99878625,37.5794505,3,199892.78743692423,453322.1592043018,1971,0.129,1,0.0,0.6190392084062234,0.4535,0.85,2,1,5.543652845368744,39.09985986633034,0,0.37809256768643257,0.024,3,True,Low-Low
종로구,운니동,호텔담,126.98881163,37.57367066,15,199011.6362138512,452680.7217037887,2001,0.1658,37,59.5,2.548159171222129,0.1337,0.85,0,1,7.292384826502163,30.6217883647051,1,4.020267157025218,0.001,1,True,High-High
종로구,숭인동,HOTEL 동양장,127.01699302,37.5700908,11,201501.2096976337,452283.4756945111,1971,0.2423,2,100.0,1.809808656636082,0.1766,0.18,2,1,6.051594929161006,33.965591237031795,0,0.8637413464516301,0.042,1,True,High-High
종로구,홍지동,종로 238,126.9583077,37.59779306,0,196318.1531138956,455358.7928213974,1969,0.4182,0,0.0,0.0,0.457,1.0,2,4,6.331839871049918,43.81470314888068,0,1.1764100641455544,0.001,3,True,Low-Low
종로구,관수동,나포레 호텔,126.98997354,37.56620995,13,199114.1892441439,451852.6581865739,2014,0.2308,19,73.7,0.349845392833071,0.115,0.12,0,1,7.598414366804885,15.768224723542978,0,1.9868003052421281,0.006,1,True,High-High
종로구,숭인동,하이스테이 종로 1233,127.02215235,37.57433901,10,201956.88781778576,452755.07265932095,1969,0.1683,25,56.0,2.513196839987869,0.1794,0.85,0,1,6.281238180719955,30.32856700711081,1,1.082696878048896,0.008,1,True,High-High
종로구,돈의동,레몬트리 호텔(Lemon Tree Hotel),126.99030351,37.56961553,16,199143.38020679084,452230.634719229,1967,0.1243,24,79.2,0.3532793549375941,0.1823,1.0,1,1,6.807327024147644,34.685353829661565,1,3.322059522958639,0.004,1,True,High-High
