"TRDAR_NO"|"TRDAR_NM"|"SIGNGU_CD"|"SIGNGU_NM"|"GRFA_SM"|"RSDNTL_BULD_GRFA"|"RSDNTL_BULD_EXCL_GRFA"|"MOAV_STPRD_FRNR_LVLH_POPNO"|"ZERO_TIZN_STPRD_FRNR_LVLH_POPNO"|"ONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWO_TIZN_STPRD_FRNR_LVLH_POPNO"|"THREE_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOUR_TIZN_STPRD_FRNR_LVLH_POPNO"|"FIVE_TIZN_STPRD_FRNR_LVLH_POPNO"|"SIX_TIZN_STPRD_FRNR_LVLH_POPNO"|"SEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EIGHT_TIZN_STPRD_FRNR_LVLH_POPNO"|"NINE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TLV_TIZN_STPRD_FRNR_LVLH_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FFTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SXTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SVNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EGHTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"NNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWNT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTTH_TIZN_STPRD_FRNR_LVLH_POPNO"|"MOAV_STPRD_FRNR_VST_POPNO"|"ZERO_TIZN_STPRD_FRNR_VST_POPNO"|"ONE_TIZN_STPRD_FRNR_VST_POPNO"|"TWO_TIZN_STPRD_FRNR_VST_POPNO"|"THREE_TIZN_STPRD_FRNR_VST_POPNO"|"FOUR_TIZN_STPRD_FRNR_VST_POPNO"|"FIVE_TIZN_STPRD_FRNR_VST_POPNO"|"SIX_TIZN_STPRD_FRNR_VST_POPNO"|"SEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"EIGHT_TIZN_STPRD_FRNR_VST_POPNO"|"NINE_TIZN_STPRD_FRNR_VST_POPNO"|"TEN_TIZN_STPRD_FRNR_VST_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"TLV_TIZN_STPRD_FRNR_VST_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FFTN_TIZN_STPRD_FRNR_VST_POPNO"|"SXTN_TIZN_STPRD_FRNR_VST_POPNO"|"SVNTN_TIZN_STPRD_FRNR_VST_POPNO"|"EGHTN_TIZN_STPRD_FRNR_VST_POPNO"|"NNTN_TIZN_STPRD_FRNR_VST_POPNO"|"TWNT_TIZN_STPRD_FRNR_VST_POPNO"|"TNONE_TIZN_STPRD_FRNR_VST_POPNO"|"TNTT_TIZN_STPRD_FRNR_VST_POPNO"|"TNTTH_TIZN_STPRD_FRNR_VST_POPNO"|"TRDAR_CRDT_CONT"|"DATA_STRD_YM"
9177|"종로3가역_1"|11110|"종로구"|160492.36|2416.34|158076.02|271.37|317.69|316.6|317.58|321.25|324.33|315.04|303.33|298.72|292.86|272.96|243.46|218.23|199.84|194.27|194.42|198.83|210.89|225.4|254.01|274.5|287.09|300.4|308.55|322.63|267.28|312.9|311.83|312.8|316.41|319.45|310.3|298.77|294.22|288.45|268.85|239.8|214.95|196.83|191.35|191.5|195.84|207.71|222.01|250.19|270.37|282.77|295.87|303.91|317.77|"MULTIPOLYGON (((126.992221285118 37.5685143337192, 126.992028644766 37.5702216943911, 126.987834809294 37.570005050481, 126.987812474955 37.5683247018006, 126.987914355972 37.5682796639571, 126.988819891671 37.5682842686516, 126.989640527073 37.5683294025454, 126.990574353716 37.5683880559906, 126.992221285118 37.5685143337192)))"|"202409"
9178|"종로3가역_2"|11110|"종로구"|210519.45|6448.81|204070.64|699.08|692.28|672.32|665.34|654.55|644.21|642.93|648.11|656.35|675.37|684.51|703.21|732.96|770.39|766.27|764.82|750.27|720.03|699.58|675.43|689.14|719.54|735.81|724.96|689.54|680.45|673.93|654.48|647.74|637.23|627.17|625.84|630.84|638.77|657.38|666.33|684.49|713.39|749.8|745.78|744.4|730.26|700.79|680.93|657.26|670.56|700.2|716.23|705.67|671.43|"MULTIPOLYGON (((126.991099979336 37.573618347496, 126.9908621527 37.5743751574405, 126.990403703359 37.574266997049, 126.99003014513 37.5742309221895, 126.989498104418 37.574203840206, 126.989424523753 37.5742038327828, 126.988988717715 37.5740956691825, 126.987868121934 37.5735819825049, 126.987862470067 37.5735369323981, 126.988060678328 37.5729287871664, 126.98789671333 37.5719647099362, 126.988349514846 37.5719016914876, 126.988570264695 37.5718161216312, 126.988802373891 37.5714917903527, 126.988847835951 37.5703970928154, 126.990919289731 37.5705369477808, 126.991904086364 37.5705685654987, 126.991994630922 37.5706631766387, 126.991700194629 37.5716497364685, 126.991099979336 37.573618347496)))"|"202409"
9179|"종로3가역_3"|11110|"종로구"|91676.74|3983.18000000001|87693.56|168.99|179.2|181|179.68|177.6|173.66|175.5|176.52|178.26|175.49|175.99|174.21|162.75|156.13|157.99|153.95|160.64|158.65|151.43|148.08|160.32|168.91|178.79|176.89|174.12|161.65|171.41|173.14|171.87|169.88|166.12|167.87|168.85|170.51|167.86|168.34|166.64|155.68|149.35|151.12|147.26|153.66|151.76|144.85|141.64|153.36|161.58|171.02|169.2|166.55|"MULTIPOLYGON (((126.991612182038 37.5738323758789, 126.991510254995 37.5741860056451, 126.991150848909 37.5741341682031, 126.991575535268 37.5727376709083, 126.991892614669 37.5717691331817, 126.992133248597 37.5710438556812, 126.992187056362 37.570721756092, 126.992320080453 37.5705640931766, 126.993732183699 37.5706700592784, 126.993695316742 37.5714336455644, 126.993709403355 37.5720485718024, 126.993618838842 37.5721093826767, 126.993449024643 37.5722738019717, 126.993256563674 37.5724967837726, 126.993205603719 37.5726859880232, 126.992764059731 37.5732851145372, 126.992268717029 37.5740599280855, 126.992132906667 37.5738121455201, 126.991682950126 37.5736949808587, 126.991612182038 37.5738323758789)))"|"202409"
9180|"종로5가역_1"|11110|"종로구"|68833.36|39.6600000000035|68793.7|171.46|115.11|113.83|112.85|114.34|112.54|113.91|116.93|116.27|120.88|150.64|197.08|225.95|251.62|254.87|233.95|221.45|211.07|210.3|231.36|240.05|222.1|172.75|137.64|117.53|171.38|115.03|113.76|112.78|114.27|112.47|113.84|116.86|116.2|120.81|150.58|197.01|225.87|251.53|254.79|233.87|221.38|210.99|210.22|231.26|239.94|221.99|172.65|137.55|117.43|"MULTIPOLYGON (((127.001579474423 37.5708212220028, 126.998503384668 37.5705869300485, 126.997954403119 37.5702175096638, 126.998022365896 37.5691948881926, 126.998223286914 37.5691318244294, 127.00172379443 37.569809860719, 127.001811520734 37.5699224841457, 127.001729458328 37.5706815682493, 127.001579474423 37.5708212220028)))"|"202409"
9181|"종로5가역_2"|11110|"종로구"|533054.12|100809.74|432244.38|461.09|583.78|587.37|591.96|589.78|586.01|584.53|570.17|521.73|490.29|456.91|424.84|378.21|357.31|346.86|331.6|336.54|336.8|336.05|342.65|376.45|408.54|465.58|516.04|546.28|378.07|444.89|451.65|453.43|447.87|442.39|441.87|440.01|418.89|406.49|386.63|369.26|334.1|319.75|311.57|297.99|303.84|306.15|302.18|304.99|325.9|348.52|384.25|409.01|421.98|"MULTIPOLYGON (((127.000721981008 37.5747900783638, 126.999844668205 37.5746909614878, 126.999776741962 37.574934227624, 126.999555998681 37.5748981848766, 126.999306930367 37.5757586252184, 126.997591900086 37.5757405629968, 126.997501342067 37.5756504611751, 126.997484370013 37.5754882826157, 126.997608961943 37.5741232882927, 126.997863798542 37.5712536450912, 126.998146798875 37.5710464255573, 126.998492053495 37.5708887613015, 127.001644563156 37.5711185484387, 127.001797379007 37.5712536964212, 127.00189361142 37.5734476052015, 127.001989844595 37.5750513653352, 127.001180448514 37.5748846838402, 127.000721981008 37.5747900783638)))"|"202409"
9182|"종로5가역_3"|11110|"종로구"|185802.8|6165.87|179636.93|159.12|202.44|214.11|219|213.76|213.87|195.87|190.7|177.69|171.01|159.01|149.34|135.84|129.05|119.12|113.16|108.28|110.7|119.8|124.17|127.88|136.35|142.44|157.73|187.44|154.13|196.52|207.79|212.56|207.46|207.52|189.87|184.87|172.05|165.52|153.86|144.49|131.41|124.81|115.21|109.43|104.72|107.06|115.86|120.07|123.69|131.92|137.9|152.77|181.84|"MULTIPOLYGON (((127.002901127695 37.575272099336, 127.002674734979 37.5759928931644, 127.002357764822 37.5760154209603, 127.002250220077 37.5759163130382, 127.002103026876 37.5730061193529, 127.00202377201 37.5712401805433, 127.002199225349 37.5711230507988, 127.003908491949 37.5711680759139, 127.006528992103 37.5712085350376, 127.007808114778 37.5712355019094, 127.008702375768 37.5713210437698, 127.008775960734 37.5713931183403, 127.007389419569 37.5728753247654, 127.006834667058 37.5718166892107, 127.006602620873 37.571938333299, 127.006251760365 37.5727357239371, 127.005442354589 37.5721050620605, 127.004825439841 37.5723979032804, 127.00451981242 37.5725871195951, 127.004389640784 37.5727538060234, 127.004729246581 37.5729610243932, 127.004604746808 37.573407017554, 127.004140626882 37.5733890095702, 127.003987817095 37.5736728246574, 127.003585968318 37.5740782780017, 127.003189775695 37.5745017496445, 127.003008664877 37.5750288308733, 127.002901127695 37.575272099336)))"|"202409"
9183|"종로5가역_4"|11110|"종로구"|77485.9|4482.14|73003.76|107.88|129.25|129.99|130.93|130.2|130|128.68|124.33|119.17|112.29|106.49|101.92|92.86|88.12|86.67|83.72|87.19|89.4|85.88|85.35|93.97|102.08|111.88|116.77|122.07|103.31|122.83|123.57|124.36|123.62|123.28|122.18|118.32|113.78|107.52|102.35|98.19|89.62|85.11|83.9|81.09|84.47|86.37|82.92|82.31|90.52|98.12|107.28|111.58|116.2|"MULTIPOLYGON (((126.995667397244 37.5763418957439, 126.995803279923 37.5758373484919, 126.995820279172 37.5755850724068, 126.995899546402 37.5752427003166, 126.996148617284 37.5748823160072, 126.996216550003 37.5747156360247, 126.996510945236 37.5736299566309, 126.996839255444 37.5731389305583, 126.996867581067 37.572710961723, 126.996363895116 37.5719856449735, 126.996494152037 37.5707648095988, 126.997054469267 37.5708008710015, 126.997603447929 37.5712243549085, 126.997518499494 37.5722154406037, 126.997323094307 37.5747764959127, 126.997238148201 37.5755851305597, 126.997158898408 37.5757202760916, 126.997020217788 37.5758328946704, 126.996476829238 37.5760130711622, 126.995667397244 37.5763418957439)))"|"202409"
9184|"종로구청"|11110|"종로구"|754136.4|2582.43000000005|751553.97|803.38|768.3|791.94|826.1|803.59|785.29|779.56|753.49|703.83|701.5|955.7|1013.16|991.74|886.24|925.08|920.48|953.69|899.47|791.91|702.55|634.53|633.59|646.48|678.05|734.96|800.41|765.31|788.85|822.88|800.43|782.19|776.51|750.55|701.1|698.82|952.28|1009.6|988.27|883.11|921.84|917.26|950.34|896.3|789.08|700.02|632.2|631.22|644.04|675.45|732.1|"MULTIPOLYGON (((126.979503591099 37.570314642709, 126.982514579362 37.5703241719348, 126.982865435279 37.5705224451833, 126.982796752768 37.5736038182392, 126.982671849669 37.5751354799478, 126.982230279479 37.5754507553042, 126.981845370775 37.5755227713799, 126.979705768533 37.5757476453184, 126.979524677383 37.5756304833917, 126.978608082689 37.5744770443339, 126.979468429399 37.574423147749, 126.979377923963 37.5742339232163, 126.979830956582 37.5734411362928, 126.980148179547 37.5725131747845, 126.979955760225 37.5724500707806, 126.979299223013 37.5724049003887, 126.97935639765 37.5704497638046, 126.979503591099 37.570314642709)))"|"202409"
9185|"종묘앞_1"|11110|"종로구"|25396.81|1979.68|23417.13|64.94|42.05|41.92|41.31|41.77|40.88|41.42|42.87|42.67|45.03|57.5|76.36|87.78|98.22|99.63|91.16|86.32|82.01|81.17|88.63|91.29|83.66|63.68|50.02|41.17|59.88|38.78|38.65|38.09|38.51|37.69|38.19|39.52|39.35|41.52|53.02|70.41|80.94|90.56|91.86|84.05|79.59|75.61|74.85|81.72|84.17|77.14|58.72|46.12|37.96|"MULTIPOLYGON (((126.997113913511 37.5705125564719, 126.995379202263 37.5704021099355, 126.99544999959 37.5697669157423, 126.995897142828 37.5694155512948, 126.99636127624 37.5688344334275, 126.997773348985 37.5690146828888, 126.997711035981 37.5701747053577, 126.997113913511 37.5705125564719)))"|"202409"
9186|"종묘앞_2"|11110|"종로구"|26516.28|148.389999999999|26367.89|67.8|43.91|43.76|43.13|43.61|42.68|43.25|44.75|44.56|47.02|60.04|79.73|91.65|102.55|104.02|95.18|90.12|85.62|84.75|92.53|95.31|87.35|66.49|52.22|42.98|67.42|43.66|43.52|42.88|43.36|42.44|43.01|44.5|44.31|46.75|59.7|79.28|91.14|101.97|103.44|94.64|89.62|85.14|84.28|92.02|94.78|86.86|66.12|51.93|42.74|"MULTIPOLYGON (((126.99492648173 37.56969931409, 126.995065227427 37.5687172426221, 126.996304681774 37.5688051488395, 126.995871675056 37.5694042877382, 126.995384914665 37.5697443877153, 126.99492648173 37.56969931409)))"|"202409"
9187|"종묘앞_3"|11110|"종로구"|46793.59|2564.03|44229.56|119.65|77.48|77.23|76.11|76.96|75.31|76.32|78.98|78.63|82.97|105.94|140.69|161.73|180.96|183.57|167.96|159.04|151.1|149.56|163.3|168.2|154.15|117.34|92.16|75.85|113.09|73.24|73|71.93|72.74|71.19|72.14|74.65|74.32|78.42|100.14|132.98|152.87|171.05|173.51|158.76|150.33|142.82|141.37|154.35|158.98|145.7|110.91|87.11|71.69|"MULTIPOLYGON (((126.992249383251 37.570154137424, 126.99245332688 37.5685368762246, 126.994960525318 37.5687037221339, 126.994779273679 37.5703299987862, 126.992390867134 37.570235237346, 126.992249383251 37.570154137424)))"|"202409"
9188|"혜화역 대학로_1"|11110|"종로구"|176276.58|7500.5|168776.08|28.26|17.28|15.82|14.64|14.17|14.75|13.21|13.59|13.38|13.93|14|16.11|20.34|23.91|44.32|38.7|42.87|41.8|45.13|49.66|60.71|53.69|44.33|29.35|22.62|26.88|16.38|14.98|13.86|13.42|13.96|12.5|12.89|12.7|13.22|13.3|15.31|19.32|22.74|42.14|36.81|40.84|39.78|42.92|47.28|57.85|51.18|42.22|27.96|21.48|"MULTIPOLYGON (((127.003263606993 37.5843900951327, 127.002544690543 37.5848991624153, 127.00234655835 37.5847414914101, 127.002125785238 37.5847414930289, 127.002179559574 37.5843968649456, 127.001658763535 37.5843112735478, 127.001964435953 37.582842662498, 127.002210661241 37.5814731594091, 127.002289902516 37.580892021533, 127.003455977308 37.5808897542242, 127.004211662231 37.5809032532779, 127.004169219257 37.5812028328212, 127.004466400043 37.5812095828123, 127.004639065211 37.5816082653499, 127.004565539443 37.5830633627606, 127.004336281098 37.5830858934366, 127.004107040012 37.5835836946829, 127.00387212927 37.5839080554476, 127.00320981937 37.5839914089792, 127.003263606993 37.5843900951327)))"|"202409"
9189|"혜화역 대학로_2"|11110|"종로구"|43547.19|16791.77|26755.42|48.66|62.72|61.88|64.96|64.71|65.97|63.21|59.68|52.43|43.65|36.96|33.83|31.39|32.21|32.21|30.99|32.05|33.93|42.12|54.82|52.19|52.01|49.46|51.56|62.83|30.37|38.07|37.48|39.28|39.1|39.91|38.39|36.34|32.24|27.2|23.37|21.65|20.26|20.94|20.89|20.24|21.02|22.05|27.33|35.22|33.41|33.02|31.22|32.1|38.22|"MULTIPOLYGON (((126.997716106728 37.5822276832208, 126.999646350456 37.5840004205879, 127.000503949304 37.5849734965379, 126.999451026672 37.5850297958268, 126.99932931635 37.5850883579688, 126.999114203361 37.5850793441783, 126.999131187131 37.5850410525352, 126.998681150019 37.584980226486, 126.998681155691 37.5848225536786, 126.998199990644 37.5846423442352, 126.998389643385 37.5842774492238, 126.997724523349 37.5837526052716, 126.998109468665 37.5834620480111, 126.998338738809 37.5832232923795, 126.998318933963 37.5830340844431, 126.998239685679 37.582991285449, 126.998301955964 37.5829327228794, 126.997984963841 37.5827615265335, 126.997767023777 37.5828268416963, 126.99765098181 37.5827772837681, 126.99772174628 37.5826601575621, 126.997543437383 37.5826038401768, 126.997716106728 37.5822276832208)))"|"202409"
9190|"혜화역 대학로_3"|11110|"종로구"|107828.57|12453.39|95375.18|90.05|85.35|84.31|84.56|84.94|79.39|79.91|80.33|81.73|82.25|78.12|78.29|80.18|90.82|89.13|85.66|82.99|88.48|94.56|118.41|121.66|112.61|105.58|97.38|94.64|79.12|74.6|73.79|74.03|74.4|69.38|69.83|70.38|71.77|72.43|68.77|69.02|70.66|79.97|78.44|75.42|73.04|77.97|83.62|104.77|107.27|99.11|92.66|85.15|82.5|"MULTIPOLYGON (((127.001188914184 37.5849644897052, 127.001118152934 37.5850906278183, 127.001004935381 37.5850996373963, 127.000229408619 37.5842301795011, 126.999734098466 37.5837391354246, 126.997704800209 37.5819258519224, 126.998582204894 37.5817614456113, 126.999199210945 37.5818267802006, 126.999442619473 37.5817682202109, 126.999703005359 37.5818943624886, 126.999889814337 37.581486667927, 127.000427569678 37.5816375889357, 127.000495497679 37.5815835301804, 127.000942685037 37.5817276907241, 127.001791778274 37.5817479629784, 127.001678568575 37.5824146943758, 127.00150025909 37.5833990238516, 127.001262505928 37.5846266194878, 127.001188914184 37.5849644897052)))"|"202409"
9191|"남대문시장"|11140|"중구"|407045.32|1051.46000000002|405993.86|1336.32|1317.6|1336.07|1207.97|1116.97|1019.53|1179.23|1118.4|1048.93|1082.1|1070.33|1196|1441.17|1600.13|1705.43|1743.33|1814.13|1887.67|1827.93|1721.33|1409.67|1031.47|973.6|1085.17|1137.57|1332.87|1314.2|1332.62|1204.85|1114.08|1016.9|1176.19|1115.51|1046.22|1079.3|1067.57|1192.91|1437.44|1596|1701.03|1738.83|1809.45|1882.79|1823.21|1716.89|1406.03|1028.8|971.09|1082.36|1134.63|"MULTIPOLYGON (((126.976451547074 37.5576325944332, 126.977260669422 37.5578985549598, 126.977645393291 37.5581373956631, 126.978301611244 37.5588087643753, 126.978578825308 37.5590430759882, 126.978940928983 37.5592638882282, 126.979110680518 37.5593179798383, 126.979495446566 37.5594577054172, 126.980417771014 37.559750694889, 126.981487185876 37.5602329101682, 126.981679552545 37.560381605961, 126.981741755509 37.5605573096032, 126.981141643766 37.5615032489725, 126.980954879044 37.5615572762861, 126.980853022763 37.5615302288976, 126.979908043566 37.5612192189741, 126.97937045988 37.5611245159576, 126.978300952861 37.5609441135945, 126.977457813802 37.5607592426492, 126.976365742273 37.5603941149796, 126.976252566691 37.5603805760875, 126.976122447584 37.5602679244309, 126.975924482297 37.5599750597747, 126.975873810968 37.5592137111725, 126.975907847253 37.5589704508394, 126.975987152827 37.558731705185, 126.976451547074 37.5576325944332)))"|"202409"
9192|"동대문시장_2"|11140|"중구"|459179.25|192.799999999988|458986.45|1742.62|1685.53|1636.74|1624.8|1618.44|1700.62|1722.5|1647.24|1684.67|1654.31|1548.53|1532.77|1523|1570.87|1597.16|1595.17|1647.33|1729.78|1815.91|1970.11|2188.89|2287.72|2139.58|1905.8|1795.5|1741.89|1684.82|1636.05|1624.12|1617.76|1699.9|1721.78|1646.55|1683.96|1653.61|1547.88|1532.12|1522.36|1570.21|1596.49|1594.5|1646.64|1729.06|1815.15|1969.28|2187.97|2286.76|2138.68|1905|1794.74|"MULTIPOLYGON (((127.006693001676 37.5694470928981, 127.006636400324 37.5693840261474, 127.006692909684 37.5681541723501, 127.00766634838 37.5680189759514, 127.00776821009 37.5678928318675, 127.00717389125 37.5670729615536, 127.006936187069 37.5670099036834, 127.006228757487 37.5671450834391, 127.006002332734 37.5664333102486, 127.007371903685 37.566194486149, 127.007739786798 37.5664197144556, 127.008096373013 37.566865684861, 127.008741649654 37.5678206959027, 127.00930770016 37.5687036294191, 127.00943225 37.5690550070484, 127.009477570258 37.5694514394838, 127.009341750143 37.5695685774086, 127.006693001676 37.5694470928981)))"|"202409"
9193|"동대문역사문화공원역"|11140|"중구"|187462.14|8205.06000000003|179257.08|841.9|1055.12|1094.07|1094.64|1106.31|1057.06|1043.94|1083.16|1068.97|1058.78|958.17|805.93|678.93|606.59|551.29|517.56|500.63|507.01|547.59|614.6|703.12|773.99|847.59|937.21|993.35|805.16|1009.09|1046.34|1046.88|1058.03|1010.92|998.37|1035.9|1022.35|1012.62|916.39|770.78|649.3|580.09|527.2|494.95|478.76|484.86|523.67|587.75|672.4|740.2|810.6|896.33|950.02|"MULTIPOLYGON (((127.00304244009 37.5667307160404, 127.002612319471 37.5667487411504, 127.002470830305 37.5666135940143, 127.002623605707 37.5647935918694, 127.002753768844 37.5647034913617, 127.003393274258 37.5647350168109, 127.00437800177 37.5648160849891, 127.004751517456 37.564798055075, 127.005521183136 37.5647169413806, 127.006415347485 37.5645637381683, 127.006986938988 37.5645637123644, 127.007122768599 37.5646402900243, 127.007535987499 37.5657079428969, 127.007371885255 37.5659647336113, 127.006206055358 37.5661539950838, 127.004049822265 37.5665550043814, 127.00304244009 37.5667307160404)))"|"202409"
9194|"롯데백화점 본점"|11140|"중구"|517209.54|0|517209.54|1686.52|1645.99|1640.23|1672.34|1687.61|1667.36|1697.01|1641.48|1599|1513.3|1448.32|1503.16|1520.15|1544.27|1624.72|1747.65|1896.88|2036.67|2129.49|2072.15|1911.15|1577.01|1501.28|1578.92|1620.21|1686.52|1645.99|1640.23|1672.34|1687.61|1667.36|1697.01|1641.48|1599|1513.3|1448.32|1503.16|1520.15|1544.27|1624.72|1747.65|1896.88|2036.67|2129.49|2072.15|1911.15|1577.01|1501.28|1578.92|1620.21|"MULTIPOLYGON (((126.981950344031 37.5636207133363, 126.982436544708 37.5655759418482, 126.982108213776 37.5659092551793, 126.979199288907 37.5658456753897, 126.978950352808 37.5655843411625, 126.978656266525 37.5649175520027, 126.978735549197 37.5647463790296, 126.981147129939 37.5621429535168, 126.981316879941 37.5622330815662, 126.981950344031 37.5636207133363)))"|"202409"
9195|"명동"|11140|"중구"|733384|525.420000000042|732858.58|5793.42|5545.26|5460.71|5409.48|5402.65|5371.13|5270.12|5251.69|5039.44|4901.92|4705.33|4594.9|4544.66|4724.18|4956.19|5084.04|5264.67|5705.51|6343.28|7192.15|8125.68|8721.06|8336.29|6977.04|6114.69|5789.27|5541.28|5456.8|5405.61|5398.78|5367.28|5266.34|5247.92|5035.83|4898.41|4701.96|4591.61|4541.41|4720.79|4952.64|5080.39|5260.9|5701.42|6338.74|7186.99|8119.86|8714.81|8330.31|6972.04|6110.31|"MULTIPOLYGON (((126.984128735911 37.5654410525514, 126.983998454907 37.5659365781744, 126.983353282576 37.5659274715697, 126.982742173523 37.5654903963792, 126.982465184387 37.5642199557007, 126.982142851166 37.5632603485479, 126.98152066176 37.5620348979969, 126.98148111252 37.5617916237765, 126.981571733416 37.5615078268375, 126.982018982164 37.5608096328962, 126.982251033788 37.5606880368979, 126.982641507876 37.5606835945322, 126.982794290448 37.5607286682288, 126.984610800209 37.560904633348, 126.986619726501 37.5610805947128, 126.988724864945 37.5612655421463, 126.988832360138 37.5614277320046, 126.988769991087 37.5621350033034, 126.986727066087 37.5620131338016, 126.986715711649 37.5621978355383, 126.986495006875 37.5621887980259, 126.986212033344 37.5622698512158, 126.985968690902 37.5622653147654, 126.985810187915 37.5624905417087, 126.98570259491 37.562819389146, 126.985566748663 37.5629410048018, 126.985351709716 37.5628914213242, 126.985170488654 37.563477040608, 126.985028897453 37.5639815758883, 126.9846325424 37.564900530766, 126.984491040426 37.5649815997658, 126.984281642298 37.5649905795458, 126.984128735911 37.5654410525514)))"|"202409"
9196|"명동역"|11140|"중구"|328317.56|93698.73|234618.83|1762.53|2035.44|2040.64|2090.11|2086.93|2107.66|2089.96|2047.87|1988.16|1862.2|1703.16|1567.51|1412.88|1319.13|1297.06|1347.28|1391.44|1481.47|1514.51|1586.53|1645.36|1793.86|1900.36|1918.28|2073|1609.23|1857.47|1861.88|1907.16|1904.14|1923.1|1907|1868.66|1814.59|1699.83|1554.85|1431.51|1290.26|1204.48|1184.66|1230.71|1271.3|1353.61|1383.13|1448.73|1503.09|1639.22|1736.85|1752.13|1893.13|"MULTIPOLYGON (((126.983476244148 37.5605598377161, 126.982760395649 37.5604899002282, 126.982466139472 37.5604402989613, 126.982341716879 37.5601429518676, 126.983103244408 37.5585302975926, 126.983476951979 37.5576000810281, 126.98352503938 37.5576518953255, 126.98354762146 37.5578748941616, 126.984059747406 37.5578614554881, 126.983898387559 37.5582195758691, 126.983864410794 37.558320932384, 126.983943582224 37.5585461919753, 126.985400746592 37.5585171158494, 126.985963723816 37.5589046169927, 126.985938243928 37.5589766929799, 126.986645564643 37.5591885163014, 126.986721972786 37.5591232039297, 126.987273758965 37.5588980232473, 126.987304840957 37.559121022333, 126.98744628646 37.5592674502026, 126.987833891991 37.5594364311646, 126.987964028098 37.5595445649768, 126.987907431787 37.5595828506684, 126.98760751392 37.5595490289104, 126.98731593368 37.5603193421091, 126.986877254229 37.5608711461715, 126.986201012369 37.5608034868812, 126.983476244148 37.5605598377161)))"|"202409"
9197|"북창동"|11140|"중구"|200669.17|1788.65000000002|198880.52|819.59|768.69|763.56|784.3|786.24|766.58|787.56|763.19|738.79|695.64|672.01|721.46|751.83|778.44|825.79|893.78|974.2|1049.38|1096.75|1063.76|972.82|781.39|727.2|750.77|755.93|812.28|761.84|756.75|777.3|779.23|759.75|780.54|756.38|732.2|689.44|666.02|715.03|745.13|771.5|818.43|885.81|965.51|1040.03|1086.97|1054.27|964.15|774.43|720.72|744.07|749.19|"MULTIPOLYGON (((126.97806886316 37.5611648108363, 126.979008212632 37.5613496956687, 126.978945868252 37.5616650307065, 126.97901915664 37.5626020751837, 126.978860580515 37.5629984810246, 126.978730178899 37.5637913279481, 126.978135978672 37.5637191332465, 126.977994502865 37.5637010855047, 126.977224797504 37.5638450891019, 126.977094637286 37.5638360525027, 126.976461325944 37.5622546817277, 126.975912863917 37.560858028646, 126.975963844239 37.5607138810448, 126.976195899337 37.5606103167708, 126.976512777645 37.560691473119, 126.977361536504 37.5609889758482, 126.97806886316 37.5611648108363)))"|"202409"
9198|"서울시청"|11140|"중구"|352971.69|1388.28000000003|351583.41|491.06|603.87|611.49|600.36|626.68|659.99|642.39|615.78|618.42|599.43|548.79|473.69|390.33|337.92|328.36|331.22|343.11|354.86|372.87|376.66|380.45|399.18|446.57|525.76|597.29|489.13|601.49|609.09|597.99|624.21|657.39|639.86|613.36|615.98|597.07|546.63|471.83|388.8|336.59|327.07|329.91|341.76|353.46|371.41|375.18|378.96|397.61|444.82|523.69|594.94|"MULTIPOLYGON (((126.979798600052 37.5678820243157, 126.979809637411 37.5688596004698, 126.979458730092 37.568891070507, 126.979373852582 37.5688324903781, 126.979339979634 37.5685441672812, 126.978004296044 37.5685844550166, 126.977942028874 37.5686204822739, 126.977279845108 37.5686428737518, 126.977313997036 37.5680392174228, 126.977806345393 37.5681519404773, 126.97808930821 37.5682060560195, 126.978411908003 37.5681971092975, 126.978168889111 37.567088843966, 126.979023490298 37.5670394543682, 126.979544192707 37.5669449478139, 126.979832833775 37.5669224760703, 126.979923394815 37.5668909578997, 126.980789304139 37.5668685872782, 126.981626939257 37.5667561065571, 126.982521142809 37.5667382329124, 126.982571769105 37.5679680925365, 126.981836026174 37.5679589631849, 126.98123048161 37.5678462376744, 126.980687206504 37.5676884704777, 126.979798600052 37.5678820243157)))"|"202409"
