"TRDAR_NO"|"TRDAR_NM"|"SIGNGU_CD"|"SIGNGU_NM"|"GRFA_SM"|"RSDNTL_BULD_GRFA"|"RSDNTL_BULD_EXCL_GRFA"|"MOAV_STPRD_FRNR_LVLH_POPNO"|"ZERO_TIZN_STPRD_FRNR_LVLH_POPNO"|"ONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TWO_TIZN_STPRD_FRNR_LVLH_POPNO"|"THREE_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOUR_TIZN_STPRD_FRNR_LVLH_POPNO"|"FIVE_TIZN_STPRD_FRNR_LVLH_POPNO"|"SIX_TIZN_STPRD_FRNR_LVLH_POPNO"|"SEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EIGHT_TIZN_STPRD_FRNR_LVLH_POPNO"|"NINE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TLV_TIZN_STPRD_FRNR_LVLH_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_LVLH_POPNO"|"FFTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SXTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"SVNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"EGHTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"NNTN_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNONE_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTT_TIZN_STPRD_FRNR_LVLH_POPNO"|"TNTTH_TIZN_STPRD_FRNR_LVLH_POPNO"|"MOAV_STPRD_FRNR_VST_POPNO"|"ZERO_TIZN_STPRD_FRNR_VST_POPNO"|"ONE_TIZN_STPRD_FRNR_VST_POPNO"|"TWO_TIZN_STPRD_FRNR_VST_POPNO"|"THREE_TIZN_STPRD_FRNR_VST_POPNO"|"FOUR_TIZN_STPRD_FRNR_VST_POPNO"|"FIVE_TIZN_STPRD_FRNR_VST_POPNO"|"SIX_TIZN_STPRD_FRNR_VST_POPNO"|"SEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"EIGHT_TIZN_STPRD_FRNR_VST_POPNO"|"NINE_TIZN_STPRD_FRNR_VST_POPNO"|"TEN_TIZN_STPRD_FRNR_VST_POPNO"|"ELEVEN_TIZN_STPRD_FRNR_VST_POPNO"|"TLV_TIZN_STPRD_FRNR_VST_POPNO"|"THIRTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FOURTEEN_TIZN_STPRD_FRNR_VST_POPNO"|"FFTN_TIZN_STPRD_FRNR_VST_POPNO"|"SXTN_TIZN_STPRD_FRNR_VST_POPNO"|"SVNTN_TIZN_STPRD_FRNR_VST_POPNO"|"EGHTN_TIZN_STPRD_FRNR_VST_POPNO"|"NNTN_TIZN_STPRD_FRNR_VST_POPNO"|"TNT_TIZN_STPRD_FRNR_VST_POPNO"|"TNONE_TIZN_STPRD_FRNR_VST_POPNO"|"TNTT_TIZN_STPRD_FRNR_VST_POPNO"|"TNTTH_TIZN_STPRD_FRNR_VST_POPNO"|"TRDAR_CRDNT_CONT"|"DATA_STRD_YM"
9171|"동대문역_1"|11110|"종로구"|58615.07|6624.75|51990.32|44.93|43.3|43.67|44.76|46.41|46.42|45.47|47.91|53.67|59.92|59.79|54.66|51.53|46.44|44.1|40.16|38.83|34.24|36.2|40.23|39.51|37.67|38.86|39.72|44.81|40.35|38.79|39.14|40.11|41.57|41.59|40.72|42.95|48.19|53.86|53.8|49.21|46.35|41.79|39.75|36.18|34.93|30.82|32.58|36.21|35.54|33.83|34.86|35.61|40.05|"MULTIPOLYGON (((127.009786267756 37.5716228029734, 127.010301326742 37.571724126453, 127.011025802939 37.5718299356901, 127.012525723983 37.5721992091637, 127.014339815096 37.5727373649612, 127.015378473169 37.5730525925444, 127.015486042244 37.5732102528526, 127.015497394531 37.5733814394495, 127.015539989547 37.5741472751344, 127.015259843585 37.5742892142085, 127.015107012101 37.574235172745, 127.014976773499 37.5739198416362, 127.014758807922 37.5736157827129, 127.01396640548 37.5736068600242, 127.01390412352 37.5734762232188, 127.014102155511 37.5730775142897, 127.013997440438 37.5730437384382, 127.013867252625 37.572991945407, 127.013833280858 37.572919869855, 127.01348517873 37.5728275546854, 127.013360659175 37.5728230624508, 127.013210720512 37.5731384238339, 127.012927708412 37.5730506054245, 127.012735239178 37.5728501539917, 127.01278050949 37.5727893328465, 127.012262570478 37.5724177236624, 127.012010720881 37.5725348752465, 127.011625843211 37.5725146370459, 127.01161167428 37.5723749849234, 127.011362637215 37.5723682488432, 127.011351293043 37.57218579945, 127.010708900475 37.5722331539535, 127.009899568902 37.5725350466385, 127.009879743532 37.5723976471903, 127.009775011321 37.5721859221844, 127.009678782288 37.5720890726329, 127.009758000303 37.5719066166699, 127.009786267756 37.5716228029734)))"|"202412"
9172|"동대문역_2"|11110|"종로구"|165051.45|10245.39|154806.06|213.36|245.25|253.53|260.87|262.06|271.36|272.84|256.64|245.96|241.3|230.13|209.39|191.52|180.25|178.74|179.88|174.09|160.82|153.92|160.16|158.97|182.43|202.76|218.75|229.1|198.6|228.84|236.67|243.61|244.79|253.56|254.8|239.51|229.2|224.56|214.01|194.59|177.84|167.38|165.93|166.93|161.53|149.2|142.8|148.54|147.49|169.33|188.3|203.45|213.68|"MULTIPOLYGON (((127.011028603789 37.5716046880904, 127.010547506208 37.571523637411, 127.010536159461 37.5713028958577, 127.009721052165 37.570483055779, 127.009834215698 37.5702014884416, 127.009944568139 37.5700911092381, 127.010023804498 37.5700911034572, 127.010570068859 37.5708997003847, 127.010906804914 37.5707262331638, 127.011286007425 37.5707014247106, 127.012474565515 37.5707215911735, 127.012706613394 37.5706990443799, 127.014047988376 37.5707326950742, 127.014237593226 37.5707439369325, 127.015678017345 37.5707843156913, 127.015593330341 37.5718880381049, 127.015542541697 37.5726809148762, 127.015483127247 37.5727597585594, 127.015378425074 37.5727958106016, 127.01386997494 37.5723477377453, 127.012573798713 37.5719694523082, 127.011600263878 37.5717127586804, 127.011028603789 37.5716046880904)))"|"202412"
9173|"안국역"|11110|"종로구"|158546.7|2800.41|155746.29|83.61|37.6|37.24|37.13|37.43|36.81|35.62|35.46|48.36|61.99|80.75|110.9|152.47|183.85|188.08|191.06|173.23|146.85|107.21|75.53|59.52|47.79|40.91|39.25|41.62|76.11|34.83|34.5|34.42|34.75|34.19|32.99|32.75|44.1|56.17|73.54|101.11|138.36|166.75|170.76|173.53|157.48|132.35|96.44|68.14|53.96|43.48|37.38|36.04|38.58|"MULTIPOLYGON (((126.986262812739 37.5770370805367, 126.986735406118 37.5772353575783, 126.986922181885 37.5773052072059, 126.987151408043 37.577386324016, 126.987578747211 37.577456201335, 126.988116474258 37.5774630203501, 126.98802558347 37.5792897642255, 126.987227462831 37.5792851663575, 126.986330285579 37.5792760455721, 126.985809545245 37.5791813742997, 126.985498239404 37.5790979914297, 126.985223736686 37.5789695633589, 126.985557866276 37.5781880011241, 126.985702268516 37.5778861892261, 126.986098651237 37.5771046335627, 126.986175077708 37.577041574219, 126.986262812739 37.5770370805367)))"|"202412"
9174|"인사동"|11110|"종로구"|578662.7|5502.03999999992|573160.66|1490.38|1566.03|1570.92|1572.07|1577.56|1602.98|1580.45|1551.83|1543.12|1534.1|1489.4|1445.89|1463.12|1482.12|1534.63|1564.65|1621.78|1555.99|1416.51|1315.82|1291.89|1274.61|1316.35|1404.9|1492.36|1473.41|1548.86|1553.6|1554.89|1560.29|1585.48|1563.15|1534.73|1526.05|1516.95|1472.65|1429.22|1445.93|1464.32|1516.15|1545.94|1602.07|1536.99|1399.56|1300.31|1277.11|1260.14|1301.65|1389.57|1476.19|"MULTIPOLYGON (((126.986059148338 37.5765234907315, 126.985943099285 37.5765933022497, 126.985003595935 37.5761584486461, 126.984321612825 37.5758475109755, 126.983682074805 37.5755861301059, 126.983073659879 37.5753743049793, 126.983019911215 37.5752819452711, 126.982977487921 37.5751693150508, 126.983105316596 37.573220945966, 126.983179233794 37.5718334337701, 126.983151246104 37.5705540242774, 126.983270142803 37.5703828545296, 126.983428633426 37.5703107995486, 126.985822713216 37.5702976242875, 126.98744706053 37.5703113418908, 126.987429831033 37.571653814357, 126.987588062984 37.5729782873447, 126.987372867362 37.5736044495484, 126.986789692656 37.5745999719345, 126.986195066917 37.5761631127724, 126.986059148338 37.5765234907315)))"|"202412"
9175|"종각역"|11110|"종로구"|210933.74|0|210933.74|390.53|455.12|453.14|450.29|459.33|457.29|438.52|428.04|422.34|417.53|400.35|356.27|315.66|301.86|283.54|269.21|271.78|274.06|318.97|382.68|410.88|442.49|448.21|445.82|469.23|390.53|455.12|453.14|450.29|459.33|457.29|438.52|428.04|422.34|417.53|400.35|356.27|315.66|301.86|283.54|269.21|271.78|274.06|318.97|382.68|410.88|442.49|448.21|445.82|469.23|"MULTIPOLYGON (((126.982390135007 37.5700470976551, 126.979916839906 37.5700128869775, 126.979917060864 37.5692425407414, 126.982571490579 37.5690763101539, 126.982622415124 37.5691258726956, 126.982681678409 37.5697790997168, 126.982664673348 37.5698827108469, 126.982390135007 37.5700470976551)))"|"202412"
9176|"종각역 젊음의거리"|11110|"종로구"|206411.63|143.100000000006|206268.53|382.15|445.36|443.42|440.64|449.49|447.49|429.12|418.87|413.28|408.58|391.77|348.63|308.89|295.39|277.46|263.44|265.96|268.19|312.13|374.48|402.07|433.01|438.6|436.26|459.17|381.89|445.05|443.12|440.33|449.18|447.18|428.82|418.58|413|408.29|391.49|348.39|308.68|295.18|277.27|263.26|265.77|268|311.92|374.22|401.79|432.71|438.3|435.96|458.85|"MULTIPOLYGON (((126.987489560541 37.5700320400823, 126.984331431798 37.5700158591734, 126.983974868549 37.5700158071703, 126.983972159717 37.5694954851721, 126.983015671311 37.5694953403319, 126.982933706788 37.5690853771771, 126.982984656496 37.5690335782046, 126.984000607272 37.5688535340784, 126.984498674934 37.5687702647435, 126.985678755689 37.5685519374368, 126.986349454082 37.5683875940104, 126.986884300843 37.5683178341281, 126.987433284695 37.5683066378423, 126.987504021404 37.5683516956724, 126.987532308194 37.5684125158163, 126.987506702579 37.5691535770323, 126.987489560541 37.5700320400823)))"|"202412"
9177|"종로3가역_1"|11110|"종로구"|160492.36|2375.89999999999|158116.46|297.14|346.28|344.78|342.61|349.49|347.94|333.66|325.68|321.34|317.68|304.61|271.07|240.18|229.67|215.74|204.83|206.79|208.52|242.7|291.17|312.62|336.68|341.03|339.21|357.02|292.74|341.16|339.67|337.54|344.32|342.79|328.72|320.86|316.59|312.98|300.1|267.06|236.62|226.27|212.54|201.8|203.73|205.44|239.1|286.86|308|331.69|335.98|334.19|351.74|"MULTIPOLYGON (((126.992221285118 37.5685143337192, 126.992028644766 37.5702216943911, 126.987834809294 37.570005050481, 126.987812474955 37.5683247018006, 126.987914355972 37.5682796639571, 126.988819891671 37.5682842686516, 126.989640527073 37.5683294025454, 126.990574353716 37.5683880559906, 126.992221285118 37.5685143337192)))"|"202412"
9178|"종로3가역_2"|11110|"종로구"|211029.14|6335.44|204693.7|780.17|794.23|797.64|774.66|751.95|749.21|754.88|748.48|779.42|785.9|768.85|756.1|756.26|773.22|791.65|837.08|835.56|784.61|717.6|722.94|771.63|810.41|810.48|836.48|813.83|760.19|774.08|777.49|755.1|732.96|730.23|735.7|729.41|759.5|765.87|749.24|736.76|736.78|753.25|771.11|815.41|813.93|764.28|699.07|704.22|751.81|789.52|789.62|815.07|793.29|"MULTIPOLYGON (((126.991099979336 37.573618347496, 126.9908621527 37.5743751574405, 126.990403703359 37.574266997049, 126.99003014513 37.5742309221895, 126.989498104418 37.574203840206, 126.989424523753 37.5742038327828, 126.988988717715 37.5740956691825, 126.987868121934 37.5735819825049, 126.987862470067 37.5735369323981, 126.988060678328 37.5729287871664, 126.98789671333 37.5719647099362, 126.988349514846 37.5719016914876, 126.988570264695 37.5718161216312, 126.988802373891 37.5714917903527, 126.988847835951 37.5703970928154, 126.990919289731 37.5705369477808, 126.991904086364 37.5705685654987, 126.991994630922 37.5706631766387, 126.991700194629 37.5716497364685, 126.991099979336 37.573618347496)))"|"202412"
9179|"종로3가역_3"|11110|"종로구"|91676.74|3520.03|88156.71|155.94|158.38|157.53|154.63|153.65|164.79|165.66|169.52|172.79|171.83|167.87|164.32|161.69|154.81|157.84|156.63|137.75|136.01|132.15|132.13|137.38|149.96|159.41|164.93|160.84|149.95|152.29|151.48|148.7|147.75|158.47|159.3|163.01|166.16|165.23|161.42|158.01|155.48|148.86|151.78|150.61|132.46|130.79|127.08|127.06|132.1|144.2|153.29|158.6|154.67|"MULTIPOLYGON (((126.991612182038 37.5738323758789, 126.991510254995 37.5741860056451, 126.991150848909 37.5741341682031, 126.991575535268 37.5727376709083, 126.991892614669 37.5717691331817, 126.992133248597 37.5710438556812, 126.992187056362 37.570721756092, 126.992320080453 37.5705640931766, 126.993732183699 37.5706700592784, 126.993695316742 37.5714336455644, 126.993709403355 37.5720485718024, 126.993618838842 37.5721093826767, 126.993449024643 37.5722738019717, 126.993256563674 37.5724967837726, 126.993205603719 37.5726859880232, 126.992764059731 37.5732851145372, 126.992268717029 37.5740599280855, 126.992132906667 37.5738121455201, 126.991682950126 37.5736949808587, 126.991612182038 37.5738323758789)))"|"202412"
9180|"종로5가역_1"|11110|"종로구"|68833.36|39.6600000000035|68793.7|216.98|131.39|128.93|128.36|128.35|128.81|127.23|128.59|129.38|129.55|171.51|257.69|334.54|390.79|371.34|345.98|316.23|291.14|275.54|281.16|276.9|248.74|192.34|155.11|137.97|216.89|131.31|128.85|128.28|128.26|128.73|127.14|128.51|129.3|129.47|171.44|257.61|334.45|390.71|371.24|345.89|316.14|291.06|275.45|281.07|276.78|248.62|192.23|155.01|137.87|"MULTIPOLYGON (((127.001579474423 37.5708212220028, 126.998503384668 37.5705869300485, 126.997954403119 37.5702175096638, 126.998022365896 37.5691948881926, 126.998223286914 37.5691318244294, 127.00172379443 37.569809860719, 127.001811520734 37.5699224841457, 127.001729458328 37.5706815682493, 127.001579474423 37.5708212220028)))"|"202412"
9181|"종로5가역_2"|11110|"종로구"|533021.89|100505.39|432516.5|425.29|522.44|523.74|525.02|528.23|534.31|528.21|519.3|496.84|478.31|448.49|408.61|370|343.62|339.39|332.79|300.85|303.07|300.38|296.6|323.48|362.24|421.88|479.82|507.44|385.38|456.57|458.51|459.39|461.94|468.26|466.29|459.04|444.51|439.53|418.53|383.79|347.23|324.53|321.84|315.42|284.26|284.48|280.95|277.94|300.02|336.17|384.85|429.36|445.59|"MULTIPOLYGON (((127.000721981008 37.5747900783638, 126.999844668205 37.5746909614878, 126.999776741962 37.574934227624, 126.999555998681 37.5748981848766, 126.999306930367 37.5757586252184, 126.997591900086 37.5757405629968, 126.997501342067 37.5756504611751, 126.997484370013 37.5754882826157, 126.997608961943 37.5741232882927, 126.997863798542 37.5712536450912, 126.998146798875 37.5710464255573, 126.998492053495 37.5708887613015, 127.001644563156 37.5711185484387, 127.001797379007 37.5712536964212, 127.00189361142 37.5734476052015, 127.001989844595 37.5750513653352, 127.001180448514 37.5748846838402, 127.000721981008 37.5747900783638)))"|"202412"
9182|"종로5가역_3"|11110|"종로구"|185802.8|5922.09999999998|179880.7|173.3|251.33|255.04|253.85|257.29|259.11|219.71|220.02|196.58|180.66|169.99|157.12|143.06|129.08|120.22|109.14|107.72|105.49|109.26|109.39|120.42|130.42|148.34|178.14|227.72|168.26|244.57|248.16|247.08|250.39|252.12|213.5|213.85|190.77|175.2|164.77|152.28|138.62|125.03|116.45|105.74|104.39|102.21|105.84|106.01|116.73|126.45|143.87|172.85|221.39|"MULTIPOLYGON (((127.002901127695 37.575272099336, 127.002674734979 37.5759928931644, 127.002357764822 37.5760154209603, 127.002250220077 37.5759163130382, 127.002103026876 37.5730061193529, 127.00202377201 37.5712401805433, 127.002199225349 37.5711230507988, 127.003908491949 37.5711680759139, 127.006528992103 37.5712085350376, 127.007808114778 37.5712355019094, 127.008702375768 37.5713210437698, 127.008775960734 37.5713931183403, 127.007389419569 37.5728753247654, 127.006834667058 37.5718166892107, 127.006602620873 37.571938333299, 127.006251760365 37.5727357239371, 127.005442354589 37.5721050620605, 127.004825439841 37.5723979032804, 127.00451981242 37.5725871195951, 127.004389640784 37.5727538060234, 127.004729246581 37.5729610243932, 127.004604746808 37.573407017554, 127.004140626882 37.5733890095702, 127.003987817095 37.5736728246574, 127.003585968318 37.5740782780017, 127.003189775695 37.5745017496445, 127.003008664877 37.5750288308733, 127.002901127695 37.575272099336)))"|"202412"
9183|"종로5가역_4"|11110|"종로구"|77485.9|4482.14|73003.76|89.27|101.58|101.46|101.85|102.28|106.3|105.34|103.59|101.05|97.38|91.45|88.33|85.48|81.9|82.28|78.9|70.94|70.44|68.26|68.13|71.13|80.37|88.54|95.54|99.82|86.13|97.25|97.11|97.34|97.68|101.72|100.9|99.5|97.36|94.04|88.57|85.63|82.98|79.5|79.97|76.89|69.01|68.49|66.39|66.27|69.16|77.94|85.63|92.11|95.77|"MULTIPOLYGON (((126.995667397244 37.5763418957439, 126.995803279923 37.5758373484919, 126.995820279172 37.5755850724068, 126.995899546402 37.5752427003166, 126.996148617284 37.5748823160072, 126.996216550003 37.5747156360247, 126.996510945236 37.5736299566309, 126.996839255444 37.5731389305583, 126.996867581067 37.572710961723, 126.996363895116 37.5719856449735, 126.996494152037 37.5707648095988, 126.997054469267 37.5708008710015, 126.997603447929 37.5712243549085, 126.997518499494 37.5722154406037, 126.997323094307 37.5747764959127, 126.997238148201 37.5755851305597, 126.997158898408 37.5757202760916, 126.997020217788 37.5758328946704, 126.996476829238 37.5760130711622, 126.995667397244 37.5763418957439)))"|"202412"
9184|"종로구청"|11110|"종로구"|754136.4|2582.43000000005|751553.97|711.95|658.6|682.16|708.43|704.27|694.46|690.02|670.08|656.1|687.81|842.57|874.31|870.63|809.64|954.38|949.21|895.49|726.09|613.45|543.22|530.46|524.49|562.68|600.85|637.49|709.23|655.94|679.42|705.59|701.43|691.65|687.25|667.4|653.49|685.11|839.42|871.11|867.48|806.71|951|945.85|892.28|723.42|611.13|541.14|528.38|522.44|560.47|598.46|634.91|"MULTIPOLYGON (((126.979503591099 37.570314642709, 126.982514579362 37.5703241719348, 126.982865435279 37.5705224451833, 126.982796752768 37.5736038182392, 126.982671849669 37.5751354799478, 126.982230279479 37.5754507553042, 126.981845370775 37.5755227713799, 126.979705768533 37.5757476453184, 126.979524677383 37.5756304833917, 126.978608082689 37.5744770443339, 126.979468429399 37.574423147749, 126.979377923963 37.5742339232163, 126.979830956582 37.5734411362928, 126.980148179547 37.5725131747845, 126.979955760225 37.5724500707806, 126.979299223013 37.5724049003887, 126.97935639765 37.5704497638046, 126.979503591099 37.570314642709)))"|"202412"
9185|"종묘앞_1"|11110|"종로구"|25396.81|1979.68|23417.13|83.27|48.05|47.07|46.64|46.41|46.44|45.85|46.6|47.35|47.7|65.62|101.56|132.93|156.51|147.51|137.28|125.32|114.92|108.43|109.82|106.59|94.17|70.62|55.94|49.04|76.78|44.3|43.41|43.01|42.79|42.82|42.27|42.97|43.66|43.98|60.51|93.64|122.56|144.31|136.01|126.58|115.56|105.96|99.98|101.26|98.28|86.83|65.11|51.58|45.22|"MULTIPOLYGON (((126.997113913511 37.5705125564719, 126.995379202263 37.5704021099355, 126.99544999959 37.5697669157423, 126.995897142828 37.5694155512948, 126.99636127624 37.5688344334275, 126.997773348985 37.5690146828888, 126.997711035981 37.5701747053577, 126.997113913511 37.5705125564719)))"|"202412"
9186|"종묘앞_2"|11110|"종로구"|26516.28|148.389999999999|26367.89|86.94|50.17|49.15|48.7|48.46|48.48|47.87|48.66|49.44|49.8|68.51|106.04|138.79|163.41|154.01|143.33|130.85|119.98|113.21|114.66|111.29|98.32|73.73|58.41|51.2|86.45|49.89|48.87|48.43|48.19|48.21|47.6|48.39|49.16|49.52|68.13|105.44|138.01|162.5|153.15|142.53|130.12|119.31|112.58|114.02|110.67|97.77|73.32|58.08|50.91|"MULTIPOLYGON (((126.99492648173 37.56969931409, 126.995065227427 37.5687172426221, 126.996304681774 37.5688051488395, 126.995871675056 37.5694042877382, 126.995384914665 37.5697443877153, 126.99492648173 37.56969931409)))"|"202412"
9187|"종묘앞_3"|11110|"종로구"|46793.59|2564.03|44229.56|153.42|88.53|86.74|85.94|85.51|85.56|84.47|85.87|87.25|87.88|120.91|187.12|244.92|288.38|271.78|252.93|230.91|211.74|199.78|202.35|196.4|173.51|130.11|103.08|90.35|145.01|83.68|81.98|81.23|80.83|80.87|79.85|81.16|82.47|83.07|114.28|176.87|231.5|272.57|256.89|239.07|218.26|200.13|188.84|191.26|185.64|164|122.98|97.43|85.4|"MULTIPOLYGON (((126.992249383251 37.570154137424, 126.99245332688 37.5685368762246, 126.994960525318 37.5687037221339, 126.994779273679 37.5703299987862, 126.992390867134 37.570235237346, 126.992249383251 37.570154137424)))"|"202412"
9188|"혜화역 대학로_1"|11110|"종로구"|176276.58|7500.5|168776.08|35.96|26.09|22.85|20.91|20.65|21.27|20.14|19.72|19.28|19.53|20.6|23.32|25.74|33.07|41.37|45.65|51.97|55.75|54.46|59.14|68.73|64.46|53.81|41.61|32.85|34.21|24.76|21.67|19.83|19.59|20.17|19.1|18.72|18.33|18.57|19.58|22.19|24.49|31.48|39.37|43.46|49.49|53.08|51.86|56.35|65.46|61.38|51.23|39.59|31.21|"MULTIPOLYGON (((127.003263606993 37.5843900951327, 127.002544690543 37.5848991624153, 127.00234655835 37.5847414914101, 127.002125785238 37.5847414930289, 127.002179559574 37.5843968649456, 127.001658763535 37.5843112735478, 127.001964435953 37.582842662498, 127.002210661241 37.5814731594091, 127.002289902516 37.580892021533, 127.003455977308 37.5808897542242, 127.004211662231 37.5809032532779, 127.004169219257 37.5812028328212, 127.004466400043 37.5812095828123, 127.004639065211 37.5816082653499, 127.004565539443 37.5830633627606, 127.004336281098 37.5830858934366, 127.004107040012 37.5835836946829, 127.00387212927 37.5839080554476, 127.00320981937 37.5839914089792, 127.003263606993 37.5843900951327)))"|"202412"
9189|"혜화역 대학로_2"|11110|"종로구"|43547.19|16791.77|26755.42|35.14|43.53|44.09|44.4|43.42|43.13|41.19|37.52|31.07|26.77|24|21.76|21.63|27.15|26.36|23|21.8|22.44|26.68|42.74|63.36|47.49|34.37|38.58|46.94|22.3|26.59|26.87|27.02|26.4|26.29|25.27|23.13|19.54|17.1|15.56|14.27|14.33|18.01|17.57|15.46|14.62|15.03|17.65|27.86|40.64|30.56|22.19|24.38|28.77|"MULTIPOLYGON (((126.997716106728 37.5822276832208, 126.999646350456 37.5840004205879, 127.000503949304 37.5849734965379, 126.999451026672 37.5850297958268, 126.99932931635 37.5850883579688, 126.999114203361 37.5850793441783, 126.999131187131 37.5850410525352, 126.998681150019 37.584980226486, 126.998681155691 37.5848225536786, 126.998199990644 37.5846423442352, 126.998389643385 37.5842774492238, 126.997724523349 37.5837526052716, 126.998109468665 37.5834620480111, 126.998338738809 37.5832232923795, 126.998318933963 37.5830340844431, 126.998239685679 37.582991285449, 126.998301955964 37.5829327228794, 126.997984963841 37.5827615265335, 126.997767023777 37.5828268416963, 126.99765098181 37.5827772837681, 126.99772174628 37.5826601575621, 126.997543437383 37.5826038401768, 126.997716106728 37.5822276832208)))"|"202412"
9190|"혜화역 대학로_3"|11110|"종로구"|107828.57|12453.39|95375.18|63.42|61.55|57.21|54.63|56.38|53.24|52.95|51.9|48.56|47.38|48.86|51.36|59.08|66.21|65.43|62.46|64.65|67.16|74.84|86.64|95.3|81.78|75.31|70.16|68.95|55.5|53.67|50.03|47.77|49.32|46.4|46.1|45.36|42.55|41.57|42.9|45.17|51.88|58.1|57.53|54.71|56.48|58.7|65.53|76.06|83.81|71.66|65.75|61.12|59.81|"MULTIPOLYGON (((127.001188914184 37.5849644897052, 127.001118152934 37.5850906278183, 127.001004935381 37.5850996373963, 127.000229408619 37.5842301795011, 126.999734098466 37.5837391354246, 126.997704800209 37.5819258519224, 126.998582204894 37.5817614456113, 126.999199210945 37.5818267802006, 126.999442619473 37.5817682202109, 126.999703005359 37.5818943624886, 126.999889814337 37.581486667927, 127.000427569678 37.5816375889357, 127.000495497679 37.5815835301804, 127.000942685037 37.5817276907241, 127.001791778274 37.5817479629784, 127.001678568575 37.5824146943758, 127.00150025909 37.5833990238516, 127.001262505928 37.5846266194878, 127.001188914184 37.5849644897052)))"|"202412"
9191|"남대문시장"|11140|"중구"|407045.32|1051.46000000002|405993.86|1607.8|1486.88|1509.83|1373.21|1257.5|1158.96|1326|1279.29|1250.5|1324.88|1307.63|1424.88|1671.38|1875.63|1982|2080.88|2227.21|2324.21|2278.54|2250.63|2000.5|1389.08|1200.96|1286.29|1320.25|1603.64|1483.03|1505.93|1369.66|1254.25|1155.96|1322.57|1275.99|1247.27|1321.45|1304.25|1421.19|1667.06|1870.78|1976.88|2075.5|2221.46|2318.2|2272.66|2244.81|1995.33|1385.5|1197.86|1282.97|1316.84|"MULTIPOLYGON (((126.976451547074 37.5576325944332, 126.977260669422 37.5578985549598, 126.977645393291 37.5581373956631, 126.978301611244 37.5588087643753, 126.978578825308 37.5590430759882, 126.978940928983 37.5592638882282, 126.979110680518 37.5593179798383, 126.979495446566 37.5594577054172, 126.980417771014 37.559750694889, 126.981487185876 37.5602329101682, 126.981679552545 37.560381605961, 126.981741755509 37.5605573096032, 126.981141643766 37.5615032489725, 126.980954879044 37.5615572762861, 126.980853022763 37.5615302288976, 126.979908043566 37.5612192189741, 126.97937045988 37.5611245159576, 126.978300952861 37.5609441135945, 126.977457813802 37.5607592426492, 126.976365742273 37.5603941149796, 126.976252566691 37.5603805760875, 126.976122447584 37.5602679244309, 126.975924482297 37.5599750597747, 126.975873810968 37.5592137111725, 126.975907847253 37.5589704508394, 126.975987152827 37.558731705185, 126.976451547074 37.5576325944332)))"|"202412"
9192|"동대문시장_2"|11140|"중구"|459179.25|192.799999999988|458986.45|1787.91|1680.48|1627.07|1623.66|1616.35|1718.43|1753.63|1635.75|1645.2|1619.07|1550.09|1520.59|1495.76|1519.67|1502.31|1515.96|1580.24|1726.77|1972.51|2225.51|2535.56|2570.99|2331.95|2041.79|1900.62|1787.16|1679.77|1626.38|1622.98|1615.68|1717.71|1752.89|1635.07|1644.51|1618.39|1549.44|1519.95|1495.14|1519.04|1501.67|1515.33|1579.57|1726.04|1971.68|2224.58|2534.49|2569.91|2330.97|2040.93|1899.82|"MULTIPOLYGON (((127.006693001676 37.5694470928981, 127.006636400324 37.5693840261474, 127.006692909684 37.5681541723501, 127.00766634838 37.5680189759514, 127.00776821009 37.5678928318675, 127.00717389125 37.5670729615536, 127.006936187069 37.5670099036834, 127.006228757487 37.5671450834391, 127.006002332734 37.5664333102486, 127.007371903685 37.566194486149, 127.007739786798 37.5664197144556, 127.008096373013 37.566865684861, 127.008741649654 37.5678206959027, 127.00930770016 37.5687036294191, 127.00943225 37.5690550070484, 127.009477570258 37.5694514394838, 127.009341750143 37.5695685774086, 127.006693001676 37.5694470928981)))"|"202412"
